기업명,연도,보고서유형,성별,정규직,계약직,총급여
DL,2021,사업보고서,여,0.0,0.0,607000000.0
DN오토모티브,2020,반기보고서,남,0.0,0.0,5657873000.0
DN오토모티브,2020,반기보고서,여,0.0,0.0,147974000.0
DN오토모티브,2020,사업보고서,남,0.0,0.0,12510441000.0
DN오토모티브,2020,사업보고서,여,0.0,0.0,393665000.0
DN오토모티브,2021,반기보고서,남,0.0,0.0,7047642000.0
DN오토모티브,2021,반기보고서,여,0.0,0.0,183917000.0
DN오토모티브,2021,사업보고서,남,0.0,0.0,52248823000.0
DN오토모티브,2021,사업보고서,여,0.0,0.0,8576754000.0
DRB동일,2020,반기보고서,남,0.0,0.0,8298304000.0
DRB동일,2020,반기보고서,여,0.0,0.0,923700000.0
DRB동일,2020,사업보고서,남,0.0,0.0,16712877000.0
DRB동일,2020,사업보고서,여,0.0,0.0,1787804000.0
DRB동일,2021,반기보고서,남,0.0,0.0,7336783000.0
DRB동일,2021,반기보고서,여,0.0,0.0,704878000.0
DRB동일,2021,사업보고서,남,0.0,0.0,15818203000.0
DRB동일,2021,사업보고서,여,0.0,0.0,1491183000.0
DSR,2020,반기보고서,남,0.0,0.0,5105648000.0
DSR,2020,반기보고서,여,0.0,0.0,473004000.0
DSR,2020,사업보고서,남,0.0,0.0,10229316000.0
DSR,2020,사업보고서,여,0.0,0.0,966137000.0
DSR,2021,반기보고서,남,0.0,0.0,5219517000.0
DSR,2021,반기보고서,여,0.0,0.0,477327000.0
DSR,2021,사업보고서,남,0.0,0.0,10523914000.0
DSR,2021,사업보고서,여,0.0,0.0,967709000.0
DSR제강,2020,반기보고서,남,0.0,0.0,4653121000.0
DSR제강,2020,반기보고서,여,0.0,0.0,264808000.0
DSR제강,2020,사업보고서,남,0.0,0.0,9398182000.0
DSR제강,2020,사업보고서,여,0.0,0.0,466807000.0
DSR제강,2021,반기보고서,남,0.0,0.0,4786688000.0
DSR제강,2021,반기보고서,여,0.0,0.0,228207000.0
DSR제강,2021,사업보고서,남,0.0,0.0,10188154000.0
DSR제강,2021,사업보고서,여,0.0,0.0,445854000.0
E1,2020,반기보고서,남,0.0,0.0,9530000000.0
E1,2020,반기보고서,여,0.0,0.0,641000000.0
E1,2020,사업보고서,남,0.0,0.0,28623000000.0
E1,2020,사업보고서,여,0.0,0.0,1866000000.0
E1,2021,반기보고서,남,0.0,0.0,9937000000.0
E1,2021,반기보고서,여,0.0,0.0,610000000.0
E1,2021,사업보고서,남,0.0,0.0,30489000000.0
E1,2021,사업보고서,여,0.0,0.0,1832000000.0
F&F 홀딩스,2020,반기보고서,남,0.0,0.0,5249768000.0
F&F 홀딩스,2020,반기보고서,여,0.0,0.0,6236185000.0
F&F 홀딩스,2020,사업보고서,남,0.0,0.0,10963398000.0
F&F 홀딩스,2020,사업보고서,여,0.0,0.0,12678925000.0
F&F 홀딩스,2021,반기보고서,남,0.0,0.0,72027000.0
F&F 홀딩스,2021,반기보고서,여,0.0,0.0,41779000.0
F&F 홀딩스,2021,사업보고서,남,0.0,0.0,222604000.0
F&F 홀딩스,2021,사업보고서,여,0.0,0.0,59889000.0
GKL,2020,반기보고서,남,0.0,0.0,21153523000.0
GKL,2020,반기보고서,여,0.0,0.0,21855805000.0
GKL,2020,사업보고서,남,0.0,0.0,56284012000.0
GKL,2020,사업보고서,여,0.0,0.0,58920628000.0
GKL,2021,반기보고서,남,0.0,0.0,29050762000.0
GKL,2021,반기보고서,여,0.0,0.0,31236368000.0
GKL,2021,사업보고서,남,0.0,0.0,54091443000.0
GKL,2021,사업보고서,여,0.0,0.0,57418955000.0
GS,2020,반기보고서,남,0.0,0.0,2659000000.0
GS,2020,반기보고서,여,0.0,0.0,324000000.0
GS,2020,사업보고서,남,0.0,0.0,5042000000.0
GS,2020,사업보고서,여,0.0,0.0,606000000.0
GS,2021,반기보고서,남,0.0,0.0,3035000000.0
GS,2021,반기보고서,여,0.0,0.0,411000000.0
GS,2021,사업보고서,남,0.0,0.0,6011000000.0
GS,2021,사업보고서,여,0.0,0.0,857000000.0
GS건설,2020,반기보고서,남,0.0,0.0,319809000000.0
GS건설,2020,반기보고서,여,0.0,0.0,19709000000.0
GS건설,2020,사업보고서,남,0.0,0.0,564840000000.0
GS건설,2020,사업보고서,여,0.0,0.0,36345000000.0
GS건설,2021,반기보고서,남,0.0,0.0,295587000000.0
GS건설,2021,반기보고서,여,0.0,0.0,19304000000.0
GS건설,2021,사업보고서,남,0.0,0.0,514343000000.0
GS건설,2021,사업보고서,여,0.0,0.0,34237000000.0
GS글로벌,2020,반기보고서,남,0.0,0.0,8314000000.0
GS글로벌,2020,반기보고서,여,0.0,0.0,1259000000.0
GS글로벌,2020,사업보고서,남,0.0,0.0,15824000000.0
GS글로벌,2020,사업보고서,여,0.0,0.0,2423000000.0
GS글로벌,2021,반기보고서,남,0.0,0.0,7778000000.0
GS글로벌,2021,반기보고서,여,0.0,0.0,1185000000.0
GS글로벌,2021,사업보고서,남,0.0,0.0,16533000000.0
GS글로벌,2021,사업보고서,여,0.0,0.0,2495000000.0
GS리테일,2020,반기보고서,남,0.0,0.0,87552000000.0
GS리테일,2020,반기보고서,여,0.0,0.0,18509000000.0
GS리테일,2020,사업보고서,남,0.0,0.0,170436000000.0
GS리테일,2020,사업보고서,여,0.0,0.0,36103000000.0
GS리테일,2021,반기보고서,남,0.0,0.0,93234000000.0
GS리테일,2021,반기보고서,여,0.0,0.0,19367000000.0
GS리테일,2021,사업보고서,남,0.0,0.0,235461000000.0
GS리테일,2021,사업보고서,여,0.0,0.0,64710000000.0
HDC,2020,반기보고서,남,0.0,0.0,725000000.0
HDC,2020,반기보고서,여,0.0,0.0,38000000.0
HDC,2020,사업보고서,남,0.0,0.0,1547000000.0
HDC,2020,사업보고서,여,0.0,0.0,74000000.0
HDC,2021,반기보고서,남,0.0,0.0,509000000.0
HDC,2021,반기보고서,여,0.0,0.0,0.0
HDC,2021,사업보고서,남,0.0,0.0,992000000.0
HDC,2021,사업보고서,여,0.0,0.0,0.0
HDC현대EP,2020,반기보고서,남,0.0,0.0,10661000000.0
HDC현대EP,2020,반기보고서,여,0.0,0.0,7633000000.0
HDC현대EP,2020,사업보고서,남,0.0,0.0,18438000000.0
HDC현대EP,2020,사업보고서,여,0.0,0.0,1277000000.0
HDC현대EP,2021,반기보고서,남,0.0,0.0,10307000000.0
HDC현대EP,2021,반기보고서,여,0.0,0.0,735000000.0
HDC현대EP,2021,사업보고서,남,0.0,0.0,20305000000.0
HDC현대EP,2021,사업보고서,여,0.0,0.0,1511000000.0
HD한국조선해양,2020,반기보고서,남,0.0,0.0,16093213000.0
HD한국조선해양,2020,반기보고서,여,0.0,0.0,2701346000.0
HD한국조선해양,2020,사업보고서,남,0.0,0.0,35491131000.0
HD한국조선해양,2020,사업보고서,여,0.0,0.0,6072919000.0
HD한국조선해양,2021,반기보고서,남,0.0,0.0,16384424000.0
HD한국조선해양,2021,반기보고서,여,0.0,0.0,2832061000.0
HD한국조선해양,2021,사업보고서,남,0.0,0.0,34967817000.0
HD한국조선해양,2021,사업보고서,여,0.0,0.0,6328816000.0
HD현대마린엔진,2020,반기보고서,남,0.0,0.0,13225000000.0
HD현대마린엔진,2020,반기보고서,여,0.0,0.0,544000000.0
HD현대마린엔진,2020,사업보고서,남,0.0,0.0,23015000000.0
HD현대마린엔진,2020,사업보고서,여,0.0,0.0,994000000.0
HD현대마린엔진,2021,반기보고서,남,0.0,0.0,8755000000.0
HD현대마린엔진,2021,반기보고서,여,0.0,0.0,402000000.0
HD현대마린엔진,2021,사업보고서,남,0.0,0.0,15294000000.0
HD현대마린엔진,2021,사업보고서,여,0.0,0.0,745000000.0
HD현대미포,2020,반기보고서,남,0.0,0.0,92496111000.0
HD현대미포,2020,반기보고서,여,0.0,0.0,1626953000.0
HD현대미포,2020,사업보고서,남,0.0,0.0,209278331000.0
HD현대미포,2020,사업보고서,여,0.0,0.0,3798075000.0
HD현대미포,2021,반기보고서,남,0.0,0.0,99187449000.0
HD현대미포,2021,반기보고서,여,0.0,0.0,1667505000.0
HD현대미포,2021,사업보고서,남,0.0,0.0,225377245000.0
HD현대미포,2021,사업보고서,여,0.0,0.0,3767633000.0
HD현대인프라코어,2020,반기보고서,남,0.0,0.0,124893000000.0
HD현대인프라코어,2020,반기보고서,여,0.0,0.0,7511000000.0
HD현대인프라코어,2020,사업보고서,남,0.0,0.0,225931000000.0
HD현대인프라코어,2020,사업보고서,여,0.0,0.0,14223000000.0
HD현대인프라코어,2021,반기보고서,남,0.0,0.0,122863.0
HD현대인프라코어,2021,반기보고서,여,0.0,0.0,7922.0
HD현대인프라코어,2021,사업보고서,남,0.0,0.0,254270000000.0
HD현대인프라코어,2021,사업보고서,여,0.0,0.0,15842000000.0
HJ중공업,2020,반기보고서,남,0.0,0.0,61750375000.0
HJ중공업,2020,반기보고서,여,0.0,0.0,1008401000.0
HJ중공업,2020,사업보고서,남,0.0,0.0,127721851000.0
HJ중공업,2020,사업보고서,여,0.0,0.0,2111268000.0
HJ중공업,2021,반기보고서,남,0.0,0.0,73328025000.0
HJ중공업,2021,반기보고서,여,0.0,0.0,1309290000.0
HJ중공업,2021,사업보고서,남,0.0,0.0,145178127000.0
HJ중공업,2021,사업보고서,여,0.0,0.0,2750235000.0
HL D&I,2020,반기보고서,남,0.0,0.0,0.0
HL D&I,2020,반기보고서,여,0.0,0.0,0.0
HL D&I,2020,사업보고서,남,0.0,0.0,0.0
HL D&I,2020,사업보고서,여,0.0,0.0,0.0
HL D&I,2021,반기보고서,남,0.0,0.0,18819997000.0
HL D&I,2021,반기보고서,여,0.0,0.0,1605157000.0
HL D&I,2021,사업보고서,남,0.0,0.0,89089493000.0
HL D&I,2021,사업보고서,여,0.0,0.0,7210513000.0
HLB글로벌,2020,반기보고서,남,0.0,0.0,1181558000.0
HLB글로벌,2020,반기보고서,여,0.0,0.0,72877000.0
HLB글로벌,2020,사업보고서,남,0.0,0.0,2220168000.0
HLB글로벌,2020,사업보고서,여,0.0,0.0,107481000.0
HLB글로벌,2021,반기보고서,남,0.0,0.0,3906244000.0
HLB글로벌,2021,반기보고서,여,0.0,0.0,70392000.0
HLB글로벌,2021,사업보고서,남,0.0,0.0,4421792000.0
HLB글로벌,2021,사업보고서,여,0.0,0.0,251288000.0
HL홀딩스,2020,반기보고서,남,0.0,0.0,8897000000.0
HL홀딩스,2020,반기보고서,여,0.0,0.0,944000000.0
HL홀딩스,2020,사업보고서,남,0.0,0.0,15570000000.0
HL홀딩스,2020,사업보고서,여,0.0,0.0,1731000000.0
HL홀딩스,2021,반기보고서,남,0.0,0.0,9113000000.0
HL홀딩스,2021,반기보고서,여,0.0,0.0,1212000000.0
HL홀딩스,2021,사업보고서,남,0.0,0.0,20475000000.0
HL홀딩스,2021,사업보고서,여,0.0,0.0,2600000000.0
HMM,2020,반기보고서,남,0.0,0.0,39152659000.0
HMM,2020,반기보고서,여,0.0,0.0,6647442000.0
HMM,2020,사업보고서,남,0.0,0.0,81045093000.0
HMM,2020,사업보고서,여,0.0,0.0,13831618000.0
HMM,2021,반기보고서,남,0.0,0.0,48301678000.0
HMM,2021,반기보고서,여,0.0,0.0,8166108000.0
HMM,2021,사업보고서,남,0.0,0.0,152945052000.0
HMM,2021,사업보고서,여,0.0,0.0,22196916000.0
HS애드,2020,반기보고서,남,0.0,0.0,2370000000.0
HS애드,2020,반기보고서,여,0.0,0.0,695000000.0
HS애드,2020,사업보고서,남,0.0,0.0,4483000000.0
HS애드,2020,사업보고서,여,0.0,0.0,1310000000.0
HS애드,2021,반기보고서,남,0.0,0.0,2546000000.0
HS애드,2021,반기보고서,여,0.0,0.0,828000000.0
HS애드,2021,사업보고서,남,0.0,0.0,4683000000.0
HS애드,2021,사업보고서,여,0.0,0.0,1593000000.0
HS화성,2020,반기보고서,남,0.0,0.0,9072000000.0
HS화성,2020,반기보고서,여,0.0,0.0,485000000.0
HS화성,2020,사업보고서,남,0.0,0.0,18535000000.0
HS화성,2020,사업보고서,여,0.0,0.0,1012000000.0
HS화성,2021,반기보고서,남,0.0,0.0,10786000000.0
HS화성,2021,반기보고서,여,0.0,0.0,570000000.0
HS화성,2021,사업보고서,남,0.0,0.0,19404000000.0
HS화성,2021,사업보고서,여,0.0,0.0,1088000000.0
INVENI,2020,반기보고서,남,0.0,0.0,881000000.0
INVENI,2020,반기보고서,여,0.0,0.0,87000000.0
INVENI,2020,사업보고서,남,0.0,0.0,1397000000.0
INVENI,2020,사업보고서,여,0.0,0.0,211000000.0
INVENI,2021,반기보고서,남,0.0,0.0,1363000000.0
INVENI,2021,반기보고서,여,0.0,0.0,228000000.0
INVENI,2021,사업보고서,남,0.0,0.0,2507000000.0
INVENI,2021,사업보고서,여,0.0,0.0,348000000.0
JB금융지주,2020,반기보고서,남,0.0,0.0,4294000000.0
JB금융지주,2020,반기보고서,여,0.0,0.0,499000000.0
JB금융지주,2020,사업보고서,남,0.0,0.0,8502000000.0
JB금융지주,2020,사업보고서,여,0.0,0.0,1136000000.0
JB금융지주,2021,반기보고서,남,0.0,0.0,5016000000.0
JB금융지주,2021,반기보고서,여,0.0,0.0,600000000.0
JB금융지주,2021,사업보고서,남,0.0,0.0,9753000000.0
JB금융지주,2021,사업보고서,여,0.0,0.0,1240000000.0
JW중외제약,2020,반기보고서,남,0.0,0.0,25499000000.0
JW중외제약,2020,반기보고서,여,0.0,0.0,5279000000.0
JW중외제약,2020,사업보고서,남,0.0,0.0,56078000000.0
JW중외제약,2020,사업보고서,여,0.0,0.0,12440000000.0
JW중외제약,2021,반기보고서,남,0.0,0.0,28580000000.0
JW중외제약,2021,반기보고서,여,0.0,0.0,6959000000.0
JW중외제약,2021,사업보고서,남,0.0,0.0,55081000000.0
JW중외제약,2021,사업보고서,여,0.0,0.0,13015000000.0
JW홀딩스,2020,반기보고서,남,0.0,0.0,3315000000.0
JW홀딩스,2020,반기보고서,여,0.0,0.0,1424000000.0
JW홀딩스,2020,사업보고서,남,0.0,0.0,6088000000.0
JW홀딩스,2020,사업보고서,여,0.0,0.0,2735000000.0
JW홀딩스,2021,반기보고서,남,0.0,0.0,3010000000.0
JW홀딩스,2021,반기보고서,여,0.0,0.0,1527000000.0
JW홀딩스,2021,사업보고서,남,0.0,0.0,4996000000.0
JW홀딩스,2021,사업보고서,여,0.0,0.0,2667000000.0
KBI동양철관,2020,반기보고서,남,0.0,0.0,4527000000.0
KBI동양철관,2020,반기보고서,여,0.0,0.0,334000000.0
KBI동양철관,2020,사업보고서,남,0.0,0.0,9438000000.0
KBI동양철관,2020,사업보고서,여,0.0,0.0,712000000.0
KBI동양철관,2021,반기보고서,남,0.0,0.0,4252.0
KBI동양철관,2021,반기보고서,여,0.0,0.0,366.0
KBI동양철관,2021,사업보고서,남,0.0,0.0,8852000000.0
KBI동양철관,2021,사업보고서,여,0.0,0.0,735000000.0
KB금융,2020,반기보고서,남,0.0,0.0,12514000000.0
KB금융,2020,반기보고서,여,0.0,0.0,1513000000.0
KB금융,2020,사업보고서,남,0.0,0.0,22576000000.0
KB금융,2020,사업보고서,여,0.0,0.0,2824000000.0
KB금융,2021,반기보고서,남,0.0,0.0,11639000000.0
KB금융,2021,반기보고서,여,0.0,0.0,1827000000.0
KB금융,2021,사업보고서,남,0.0,0.0,23832000000.0
KB금융,2021,사업보고서,여,0.0,0.0,3742000000.0
KC그린홀딩스,2020,반기보고서,남,0.0,0.0,300170000.0
KC그린홀딩스,2020,반기보고서,여,0.0,0.0,199212000.0
KC그린홀딩스,2020,사업보고서,남,0.0,0.0,521761000.0
KC그린홀딩스,2020,사업보고서,여,0.0,0.0,315685000.0
KC그린홀딩스,2021,반기보고서,남,0.0,0.0,346273000.0
KC그린홀딩스,2021,반기보고서,여,0.0,0.0,214021000.0
KC그린홀딩스,2021,사업보고서,남,0.0,0.0,647255000.0
KC그린홀딩스,2021,사업보고서,여,0.0,0.0,398478000.0
KC코트렐,2020,반기보고서,남,0.0,0.0,8466859000.0
KC코트렐,2020,반기보고서,여,0.0,0.0,903945000.0
KC코트렐,2020,사업보고서,남,0.0,0.0,17053000000.0
KC코트렐,2020,사업보고서,여,0.0,0.0,1693000000.0
KC코트렐,2021,반기보고서,남,0.0,0.0,7905000000.0
KC코트렐,2021,반기보고서,여,0.0,0.0,725000000.0
KC코트렐,2021,사업보고서,남,0.0,0.0,16475000000.0
KC코트렐,2021,사업보고서,여,0.0,0.0,1455000000.0
KEC,2020,반기보고서,남,0.0,0.0,11626245000.0
KEC,2020,반기보고서,여,0.0,0.0,3191208000.0
KEC,2020,사업보고서,남,0.0,0.0,23570481000.0
KEC,2020,사업보고서,여,0.0,0.0,6760783000.0
KEC,2021,반기보고서,남,0.0,0.0,11882102000.0
KEC,2021,반기보고서,여,0.0,0.0,3767876000.0
KEC,2021,사업보고서,남,0.0,0.0,23297504000.0
KEC,2021,사업보고서,여,0.0,0.0,8028354000.0
KG모빌리티,2020,반기보고서,남,0.0,0.0,157618000000.0
KG모빌리티,2020,반기보고서,여,0.0,0.0,2455000000.0
KG모빌리티,2020,사업보고서,남,0.0,0.0,313501000000.0
KG모빌리티,2020,사업보고서,여,0.0,0.0,4850000000.0
KG모빌리티,2021,반기보고서,남,0.0,0.0,141192000000.0
KG모빌리티,2021,반기보고서,여,0.0,0.0,2105000000.0
KG모빌리티,2021,사업보고서,남,0.0,0.0,256614000000.0
KG모빌리티,2021,사업보고서,여,0.0,0.0,3653000000.0
KG스틸,2020,반기보고서,남,0.0,0.0,35902000000.0
KG스틸,2020,반기보고서,여,0.0,0.0,1534000000.0
KG스틸,2020,사업보고서,남,0.0,0.0,74102000000.0
KG스틸,2020,사업보고서,여,0.0,0.0,3163000000.0
KG스틸,2021,반기보고서,남,0.0,0.0,41689000000.0
KG스틸,2021,반기보고서,여,0.0,0.0,1734000000.0
KG스틸,2021,사업보고서,남,0.0,0.0,86118000000.0
KG스틸,2021,사업보고서,여,0.0,0.0,3532000000.0
KG케미칼,2020,반기보고서,남,0.0,0.0,5717000000.0
KG케미칼,2020,반기보고서,여,0.0,0.0,315000000.0
KG케미칼,2020,사업보고서,남,0.0,0.0,10837000000.0
KG케미칼,2020,사업보고서,여,0.0,0.0,714000000.0
KG케미칼,2021,반기보고서,남,0.0,0.0,6429000000.0
KG케미칼,2021,반기보고서,여,0.0,0.0,444000000.0
KG케미칼,2021,사업보고서,남,0.0,0.0,10448000000.0
KG케미칼,2021,사업보고서,여,0.0,0.0,866000000.0
KH 필룩스,2020,반기보고서,남,0.0,0.0,2806735000.0
KH 필룩스,2020,반기보고서,여,0.0,0.0,537877000.0
KH 필룩스,2020,사업보고서,남,0.0,0.0,5764948000.0
KH 필룩스,2020,사업보고서,여,0.0,0.0,1156364000.0
KH 필룩스,2021,반기보고서,남,0.0,0.0,4270484000.0
KH 필룩스,2021,반기보고서,여,0.0,0.0,515039000.0
KH 필룩스,2021,사업보고서,남,0.0,0.0,6703538000.0
KH 필룩스,2021,사업보고서,여,0.0,0.0,927628000.0
KISCO홀딩스,2020,반기보고서,남,0.0,0.0,492000000.0
KISCO홀딩스,2020,반기보고서,여,0.0,0.0,127000000.0
KISCO홀딩스,2020,사업보고서,남,0.0,0.0,1173000000.0
KISCO홀딩스,2020,사업보고서,여,0.0,0.0,275000000.0
KISCO홀딩스,2021,반기보고서,남,0.0,0.0,511000000.0
KISCO홀딩스,2021,반기보고서,여,0.0,0.0,77000000.0
KISCO홀딩스,2021,사업보고서,남,0.0,0.0,1434000000.0
KISCO홀딩스,2021,사업보고서,여,0.0,0.0,242000000.0
KPX케미칼,2020,반기보고서,남,0.0,0.0,8858585000.0
KPX케미칼,2020,반기보고서,여,0.0,0.0,566276000.0
KPX케미칼,2020,사업보고서,남,0.0,0.0,23295693000.0
KPX케미칼,2020,사업보고서,여,0.0,0.0,1644340000.0
