기업명,연도,보고서유형,매출액,영업이익
시디즈,2022,반기보고서,"132,759,020,328","2,018,993,995"
시디즈,2022,사업보고서,"243,320,658,371","40,885,780"
시디즈,2023,반기보고서,"105,314,932,845","113,500,372"
시디즈,2023,사업보고서,"200,135,778,002","-1,927,437,377"
한화엔진,2022,반기보고서,"364,307,225,882","-33,088,074,234"
한화엔진,2022,사업보고서,"764,242,847,008","-29,534,217,363"
한화엔진,2023,반기보고서,"388,392,538,432","7,547,471,248"
한화엔진,2023,사업보고서,"854,384,414,147","8,728,565,174"
대성에너지,2022,반기보고서,"498,987,977,977","18,958,464,209"
대성에너지,2022,사업보고서,"1,020,936,453,937","938,738,843"
대성에너지,2023,반기보고서,"558,950,113,982","14,641,043,590"
대성에너지,2023,사업보고서,"999,533,749,249","20,391,954,237"
현대퓨처넷,2022,반기보고서,"84,458,248,469","8,831,028,964"
현대퓨처넷,2022,사업보고서,"154,213,235,046","9,517,380,912"
현대퓨처넷,2023,반기보고서,"87,411,341,225","5,238,316,744"
현대퓨처넷,2023,사업보고서,"168,614,989,877","2,453,177,248"
KTis,2022,반기보고서,"260,534,227,791","14,194,684,046"
KTis,2022,사업보고서,"535,783,305,933","19,544,619,038"
KTis,2023,반기보고서,"287,211,002,414","12,780,721,144"
KTis,2023,사업보고서,"592,959,670,727","20,525,095,481"
한전산업,2022,반기보고서,"166,146,952,114","12,009,365,919"
한전산업,2022,사업보고서,"346,042,225,300","18,651,295,433"
한전산업,2023,반기보고서,"181,661,051,954","15,750,949,361"
한전산업,2023,사업보고서,"363,261,295,971","26,038,104,194"
엘브이엠씨,2022,반기보고서,"108,361,578","2,574,752"
엘브이엠씨,2022,사업보고서,"192,947,521","-11,162,077"
엘브이엠씨,2023,반기보고서,"117,048,187","-8,311,121"
엘브이엠씨,2023,사업보고서,"199,528,253","-11,956,674"
미스토홀딩스,2022,반기보고서,"2,245,466,134,620","321,183,350,193"
미스토홀딩스,2022,사업보고서,"4,221,750,126,628","435,072,372,234"
미스토홀딩스,2023,반기보고서,"2,255,605,157,120","252,321,685,191"
미스토홀딩스,2023,사업보고서,"4,006,627,455,519","303,493,542,620"
KTcs,2022,반기보고서,"494,581,635,698","13,537,496,457"
KTcs,2022,사업보고서,"1,029,466,970,045","24,326,774,606"
KTcs,2023,반기보고서,"470,983,758,754","11,992,663,573"
KTcs,2023,사업보고서,"1,035,365,640,322","18,723,573,550"
현대홈쇼핑,2022,반기보고서,"1,113,729,419,659","65,945,529,866"
현대홈쇼핑,2022,사업보고서,"2,101,667,569,062","110,640,961,829"
현대홈쇼핑,2023,반기보고서,"1,017,192,275,812","34,448,058,549"
현대홈쇼핑,2023,사업보고서,"2,064,457,266,714","59,952,400,171"
도화엔지니어링,2022,반기보고서,"252,591,106,155","5,045,114,246"
도화엔지니어링,2022,사업보고서,"555,824,251,958","11,939,896,822"
도화엔지니어링,2023,반기보고서,"260,916,561,824","5,730,062,363"
도화엔지니어링,2023,사업보고서,"574,990,699,821","21,891,969,353"
대성산업,2022,반기보고서,"867,442,731,418","17,300,644,252"
대성산업,2022,사업보고서,"1,871,305,784,976","48,301,486,163"
대성산업,2023,반기보고서,"831,369,764,442","7,056,943,676"
대성산업,2023,사업보고서,"1,608,088,520,653","29,449,898,866"
아이마켓코리아,2022,반기보고서,"1,687,388,459,224","25,915,235,621"
아이마켓코리아,2022,사업보고서,"3,588,174,695,943","56,299,267,838"
아이마켓코리아,2023,반기보고서,"1,690,435,785,596","27,343,164,532"
아이마켓코리아,2023,사업보고서,"3,425,595,997,363","51,107,089,826"
한미약품,2022,반기보고서,"638,226,033,795","72,439,878,762"
한미약품,2022,사업보고서,"1,331,546,600,126","158,090,311,455"
한미약품,2023,반기보고서,"703,923,545,670","93,073,555,332"
한미약품,2023,사업보고서,"1,490,887,463,726","220,691,065,020"
우진,2022,반기보고서,"56,507,479,846","4,560,795,521"
우진,2022,사업보고서,"124,056,658,737","11,894,433,807"
우진,2023,반기보고서,"64,397,125,765","11,864,229,313"
우진,2023,사업보고서,"129,059,322,239","15,365,138,090"
무학,2022,반기보고서,"77,498,396,680","6,669,386,309"
무학,2022,사업보고서,"152,832,444,811","15,643,137,742"
무학,2023,반기보고서,"75,834,157,950","9,447,463,405"
무학,2023,사업보고서,"146,573,700,822","16,162,941,974"
이연제약,2022,반기보고서,"76,771,224,684","2,997,130,504"
이연제약,2022,사업보고서,"154,038,839,268","9,633,099,174"
이연제약,2023,반기보고서,"74,775,720,683","5,011,687,398"
이연제약,2023,사업보고서,"151,071,143,910","4,033,629,819"
한국화장품,2022,반기보고서,"35,127,223,351","290,609,580"
한국화장품,2022,사업보고서,"66,046,677,154","-23,014,169"
한국화장품,2023,반기보고서,"37,808,512,408","2,542,915,825"
한국화장품,2023,사업보고서,"78,712,916,916","3,054,862,344"
에스제이엠,2022,반기보고서,"80,718,511,038","1,256,782,370"
에스제이엠,2022,사업보고서,"180,237,704,926","7,087,029,001"
에스제이엠,2023,반기보고서,"97,388,335,710","7,999,244,409"
에스제이엠,2023,사업보고서,"198,880,157,404","13,231,441,622"
HL홀딩스,2022,반기보고서,"613,795,637,803","80,155,562,007"
HL홀딩스,2022,사업보고서,"1,277,106,070,054","85,846,922,824"
HL홀딩스,2023,반기보고서,"684,884,426,108","96,297,256,137"
HL홀딩스,2023,사업보고서,"1,285,533,416,647","92,173,966,184"
삼성생명,2023,사업보고서,,
신세계푸드,2022,반기보고서,"677,627,510,046","12,473,374,257"
신세계푸드,2022,사업보고서,"1,411,305,169,297","20,577,349,768"
신세계푸드,2023,반기보고서,"719,288,315,418","12,568,334,089"
신세계푸드,2023,사업보고서,"1,488,920,671,051","26,424,244,975"
한화생명,2023,사업보고서,,
조선선재,2022,반기보고서,"33,783,371,346","4,632,577,060"
조선선재,2022,사업보고서,"66,976,160,497","9,435,412,968"
조선선재,2023,반기보고서,"34,064,886,469","4,962,561,778"
조선선재,2023,사업보고서,"66,614,293,267","10,580,671,009"
코오롱인더,2022,반기보고서,"2,662,961,307,965","152,403,533,459"
코오롱인더,2022,사업보고서,"5,367,473,556,072","242,496,098,882"
코오롱인더,2023,반기보고서,"2,576,410,313,310","94,712,480,768"
코오롱인더,2023,사업보고서,"5,061,157,921,399","157,625,474,066"
KC코트렐,2022,반기보고서,"196,569,838,114","1,477,797,770"
KC코트렐,2022,사업보고서,"421,583,746,860","3,629,851,717"
KC코트렐,2023,반기보고서,"228,899,577,207","1,524,842,299"
KC코트렐,2023,사업보고서,"436,615,281,950","-21,089,869,641"
지역난방공사,2022,반기보고서,"1,926,289,514,929","-220,418,388,836"
지역난방공사,2022,사업보고서,"4,173,027,136,426","-403,893,693,760"
지역난방공사,2023,반기보고서,"2,307,890,268,102","-134,243,788,469"
지역난방공사,2023,사업보고서,"3,953,697,605,651","314,719,522,031"
영흥,2022,반기보고서,"235,404,727,552","3,779,883,095"
영흥,2022,사업보고서,"527,368,738,331","4,226,983,642"
영흥,2023,반기보고서,"255,878,282,532","-463,196,988"
영흥,2023,사업보고서,"500,010,556,155","1,252,474,881"
메타케어,2022,반기보고서,"10,249,743,430","-103,248,595"
메타케어,2022,사업보고서,"19,098,326,977","-300,469,614"
메타케어,2023,반기보고서,"20,747,371,690","-1,295,282,046"
메타케어,2023,사업보고서,"55,750,068,754","-8,903,733,352"
한전기술,2022,반기보고서,"202,943,092,646","1,127,093,935"
한전기술,2022,사업보고서,"505,290,773,062","13,940,025,562"
한전기술,2023,반기보고서,"228,508,967,572","21,211,935,614"
한전기술,2023,사업보고서,"545,091,772,616","28,562,398,334"
GKL,2022,반기보고서,"94,940,474,401","-23,937,354,041"
GKL,2022,사업보고서,"262,110,551,065","-13,917,278,200"
GKL,2023,반기보고서,"209,395,560,277","38,224,502,201"
GKL,2023,사업보고서,"396,693,647,873","51,017,881,015"
SK,2022,반기보고서,"64,091,393,000,000","6,631,121,000,000"
SK,2022,사업보고서,"134,551,641,000,000","8,004,710,000,000"
SK,2023,반기보고서,"64,625,805,000,000","1,825,509,000,000"
SK,2023,사업보고서,"131,237,878,000,000","5,056,378,000,000"
황금에스티,2022,반기보고서,"168,501,708,517","31,199,811,899"
황금에스티,2022,사업보고서,"333,445,663,904","46,505,927,767"
황금에스티,2023,반기보고서,"180,254,373,867","18,212,418,297"
황금에스티,2023,사업보고서,"355,142,901,174","29,280,143,234"
하이트진로,2022,반기보고서,"1,231,499,652,272","120,521,864,012"
하이트진로,2022,사업보고서,"2,497,554,821,448","190,571,249,139"
하이트진로,2023,반기보고서,"1,245,028,078,808","50,613,153,367"
하이트진로,2023,사업보고서,"2,520,181,551,629","123,919,983,380"
동양생명,2023,사업보고서,,
유니온머티리얼,2022,반기보고서,"64,165,011,421","2,374,676,088"
유니온머티리얼,2022,사업보고서,"126,146,837,365","848,339,698"
유니온머티리얼,2023,반기보고서,"58,632,342,958","-1,428,925,988"
유니온머티리얼,2023,사업보고서,"116,470,234,149","-4,667,933,911"
키움증권,2023,사업보고서,"9,544,799,999,478",
영원무역,2022,반기보고서,"1,712,010,615,364","354,013,311,932"
영원무역,2022,사업보고서,"3,910,960,903,824","823,027,257,046"
영원무역,2023,반기보고서,"1,848,345,099,063","377,714,566,173"
영원무역,2023,사업보고서,"3,604,377,025,404","637,146,368,834"
한미글로벌,2022,반기보고서,"163,685,927,974","11,303,715,281"
한미글로벌,2022,사업보고서,"374,414,323,849","30,651,133,401"
한미글로벌,2023,반기보고서,"205,641,963,158","13,732,708,998"
한미글로벌,2023,사업보고서,"412,914,975,164","29,630,959,031"
동아지질,2022,반기보고서,"136,278,039,062","-6,960,099,251"
동아지질,2022,사업보고서,"266,282,780,286","-30,570,127,039"
동아지질,2023,반기보고서,"171,573,265,399","4,848,019,807"
동아지질,2023,사업보고서,"344,964,131,490","7,693,102,948"
HD현대마린엔진,2022,반기보고서,"79,091,101,045","-962,924,467"
HD현대마린엔진,2022,사업보고서,"179,328,152,621","11,342,142,575"
HD현대마린엔진,2023,반기보고서,"96,793,174,064","5,453,168,660"
HD현대마린엔진,2023,사업보고서,"245,020,790,824","17,924,999,731"
LX하우시스,2022,반기보고서,"1,809,910,000,000","12,576,000,000"
LX하우시스,2022,사업보고서,"3,611,151,000,000","14,940,000,000"
LX하우시스,2023,반기보고서,"1,778,857,000,000","65,522,000,000"
LX하우시스,2023,사업보고서,"3,525,807,000,000","109,822,000,000"
한세실업,2022,반기보고서,"1,191,877,622,355","104,594,384,752"
한세실업,2022,사업보고서,"2,204,761,177,310","179,585,878,967"
한세실업,2023,반기보고서,"841,020,010,459","80,237,776,487"
한세실업,2023,사업보고서,"1,708,756,427,696","168,225,105,469"
주성코퍼레이션,2022,반기보고서,"16,398,306,442","-2,463,078,954"
주성코퍼레이션,2022,사업보고서,"28,771,235,340","-4,811,604,319"
주성코퍼레이션,2023,반기보고서,"14,153,007,046","-486,133,130"
주성코퍼레이션,2023,사업보고서,"23,947,360,256","-1,335,469,778"
미원홀딩스,2022,반기보고서,"254,309,429,760","15,201,973,168"
미원홀딩스,2022,사업보고서,"499,293,421,104","22,840,986,830"
미원홀딩스,2023,반기보고서,"219,890,713,565","6,305,469,815"
미원홀딩스,2023,사업보고서,"443,162,257,779","15,564,411,112"
NAVER,2022,반기보고서,"3,891,003,362,131","637,938,268,947"
NAVER,2022,사업보고서,"8,220,078,708,810","1,304,664,410,543"
NAVER,2023,반기보고서,"4,688,347,022,652","703,148,522,093"
NAVER,2023,사업보고서,"9,670,643,576,585","1,488,820,269,608"
부국철강,2022,반기보고서,"105,824,725,534","6,308,971,963"
부국철강,2022,사업보고서,"209,727,335,869","5,922,305,967"
부국철강,2023,반기보고서,"104,666,163,692","2,771,839,885"
부국철강,2023,사업보고서,"191,434,539,427","2,416,388,602"
KB금융,2023,사업보고서,,"6,435,319,000,000"
한국철강,2022,반기보고서,"530,375,916,205","67,123,819,079"
한국철강,2022,사업보고서,"1,064,176,509,409","121,498,017,095"
한국철강,2023,반기보고서,"485,452,448,666","50,004,236,852"
한국철강,2023,사업보고서,"905,095,863,024","86,552,278,453"
일진전기,2022,반기보고서,"593,678,368,323","13,477,506,786"
일진전기,2022,사업보고서,"1,164,706,090,212","31,490,877,242"
일진전기,2023,반기보고서,"604,676,718,006","30,109,571,800"
일진전기,2023,사업보고서,"1,246,731,647,188","60,756,520,579"
풍산,2022,반기보고서,"2,211,700,720,384","158,884,192,045"
풍산,2022,사업보고서,"4,372,982,501,228","231,619,553,412"
풍산,2023,반기보고서,"2,080,801,293,383","138,725,747,678"
풍산,2023,사업보고서,"4,125,263,947,257","228,636,480,718"
LG이노텍,2022,반기보고서,"7,654,318,114,817","656,969,359,800"
LG이노텍,2022,사업보고서,"19,589,409,483,381","1,271,751,532,028"
LG이노텍,2023,반기보고서,"8,283,070,807,991","163,703,571,560"
LG이노텍,2023,사업보고서,"20,605,290,000,000","830,824,000,000"
명문제약,2022,반기보고서,"75,280,367,676","3,271,275,111"
명문제약,2022,사업보고서,"152,134,940,505","6,433,888,101"
명문제약,2023,반기보고서,"83,511,553,982","3,353,873,153"
명문제약,2023,사업보고서,"169,567,372,992","963,765,332"
비상교육,2022,반기보고서,"114,912,840,656","711,396,598"
비상교육,2022,사업보고서,"253,028,639,290","3,546,451,200"
비상교육,2023,반기보고서,"114,651,064,322","-13,148,206,164"
비상교육,2023,사업보고서,"252,371,391,671","-5,810,962,795"
동성케미컬,2022,반기보고서,"573,699,199,954","25,875,842,945"
동성케미컬,2022,사업보고서,"1,140,123,619,934","55,370,343,076"
동성케미컬,2023,반기보고서,"577,175,662,464","37,327,423,850"
동성케미컬,2023,사업보고서,"1,117,998,853,514","81,599,865,964"
쌍방울,2022,반기보고서,"51,185,112,112","958,341,717"
쌍방울,2022,사업보고서,"103,274,971,913","642,206,648"
쌍방울,2023,반기보고서,"49,457,393,667","730,886,061"
쌍방울,2023,사업보고서,"94,737,530,954","367,210,779"
LG유플러스,2022,반기보고서,"6,794,236,000,000","509,619,000,000"
LG유플러스,2022,사업보고서,"13,905,990,000,000","1,081,260,000,000"
LG유플러스,2023,반기보고서,"6,970,674,000,000","548,254,000,000"
LG유플러스,2023,사업보고서,"14,372,626,000,000","998,031,000,000"
인바이오젠,2022,반기보고서,"6,376,745,151","-2,524,027,497"
인바이오젠,2022,사업보고서,"11,403,730,922","-6,332,916,874"
인바이오젠,2023,반기보고서,"4,114,815,908","-3,294,831,077"
인바이오젠,2023,사업보고서,"6,240,804,636","-6,151,980,412"
아시아나항공,2022,반기보고서,"2,795,528,192,174","283,020,659,432"
아시아나항공,2022,사업보고서,"6,206,669,334,674","598,763,774,896"
아시아나항공,2023,반기보고서,"3,572,994,417,990","318,128,904,543"
아시아나항공,2023,사업보고서,"7,623,348,347,364","619,928,673,329"
SNT에너지,2022,반기보고서,"81,230,807,223","-894,178,099"
SNT에너지,2022,사업보고서,"202,878,635,272","3,561,445,020"
SNT에너지,2023,반기보고서,"147,385,360,433","9,646,018,689"
SNT에너지,2023,사업보고서,"321,955,650,203","20,777,120,986"
진양홀딩스,2022,반기보고서,"116,997,715,803","3,207,448,833"
진양홀딩스,2022,사업보고서,"234,557,602,802","5,231,538,199"
진양홀딩스,2023,반기보고서,"131,282,800,461","3,958,670,605"
진양홀딩스,2023,사업보고서,"271,104,256,117","3,515,267,242"
엔케이,2022,반기보고서,"32,654,413,568","-3,276,114,819"
엔케이,2022,사업보고서,"76,687,877,838","870,341,567"
엔케이,2023,반기보고서,"51,280,345,439","3,868,017,482"
엔케이,2023,사업보고서,"91,535,244,729","-1,104,109,608"
한전KPS,2022,반기보고서,"688,621,403,400","51,060,688,617"
한전KPS,2022,사업보고서,"1,429,074,836,456","130,553,250,828"
한전KPS,2023,반기보고서,"761,130,215,230","103,763,002,924"
한전KPS,2023,사업보고서,"1,533,850,791,494","199,376,381,248"
KSS해운,2022,반기보고서,"205,660,933,637","30,211,942,865"
KSS해운,2022,사업보고서,"445,375,789,707","69,511,091,603"
KSS해운,2023,반기보고서,"231,261,122,746","45,224,689,485"
KSS해운,2023,사업보고서,"472,602,859,921","88,361,347,360"
효성 ITX,2022,반기보고서,"260,325,067,472","12,880,768,403"
효성 ITX,2022,사업보고서,"511,266,620,347","22,323,153,949"
효성 ITX,2023,반기보고서,"247,243,149,638","9,935,253,767"
효성 ITX,2023,사업보고서,"503,774,955,158","19,190,293,316"
유나이티드,2022,반기보고서,"127,906,796,666","22,875,892,883"
유나이티드,2022,사업보고서,"262,522,022,556","48,213,162,470"
유나이티드,2023,반기보고서,"137,333,989,417","28,532,137,955"
유나이티드,2023,사업보고서,"278,943,296,812","54,949,693,219"
디아이씨,2022,반기보고서,"330,502,504,839","21,130,806,582"
디아이씨,2022,사업보고서,"695,890,221,570","31,286,785,173"
디아이씨,2023,반기보고서,"371,601,434,169","18,842,924,633"
디아이씨,2023,사업보고서,"728,664,902,522","36,108,435,116"
CJ제일제당,2022,반기보고서,"14,496,504,866,000","939,950,118,000"
CJ제일제당,2022,사업보고서,"30,079,513,121,000","1,664,708,210,000"
CJ제일제당,2023,반기보고서,"14,290,584,792,000","597,336,042,000"
CJ제일제당,2023,사업보고서,"29,023,472,909,000","1,291,582,413,000"
팬오션,2022,반기보고서,"3,163,067,000,000","407,932,000,000"
팬오션,2022,사업보고서,"6,420,312,000,000","789,618,000,000"
