corp_name,시장구분,종목코드,업종,상장일,결산월,지역,corp_name,corp_code
진양화학,유가,51630,플라스틱제품 제조업,2001-01-29,12월,울산광역시,진양화학,"""00347734"""
두산에너빌리티,유가,34020,일반 목적용 기계 제조업,2000-10-25,12월,경상남도,두산에너빌리티,"""00159616"""
한국내화,유가,10040,"내화, 비내화 요업제품 제조업",2000-10-16,12월,충청남도,한국내화,"""00160205"""
한세예스24홀딩스,유가,16450,봉제의복 제조업,2000-01-06,12월,서울특별시,한세예스24홀딩스,"""00161976"""
대성홀딩스,유가,16710,회사 본부 및 경영 컨설팅 서비스업,1999-12-22,12월,대구광역시,대성홀딩스,"""00863339"""
대성홀딩스,유가,16710,회사 본부 및 경영 컨설팅 서비스업,1999-12-22,12월,대구광역시,대성홀딩스,"""00108940"""
대원제약,유가,3220,의약품 제조업,1999-12-15,12월,서울특별시,대원제약,"""00111999"""
한국가스공사,유가,36460,연료용 가스 제조 및 배관공급업,1999-12-15,12월,대구광역시,한국가스공사,"""00261285"""
미래아이앤지,유가,7120,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1999-11-26,12월,서울특별시,미래아이앤지,"""00104786"""
화천기공,유가,850,특수 목적용 기계 제조업,1999-11-18,12월,광주광역시,화천기공,"""00166519"""
팜스코,유가,36580,"곡물가공품, 전분 및 전분제품 제조업",1999-10-25,12월,경기도,팜스코,"""00260408"""
팜스코,유가,36580,"곡물가공품, 전분 및 전분제품 제조업",1999-10-25,12월,경기도,팜스코,"""01908426"""
케이티앤지,유가,33780,담배 제조업,1999-10-08,12월,대전광역시,케이티앤지,"""00244455"""
HD한국조선해양,유가,9540,기타 금융업,1999-08-24,12월,경기도,HD한국조선해양,"""00164830"""
디씨엠,유가,24090,1차 철강 제조업,1999-08-18,12월,경상남도,디씨엠,"""01014781"""
디씨엠,유가,24090,1차 철강 제조업,1999-08-18,12월,경상남도,디씨엠,"""00177199"""
AK홀딩스,유가,6840,기타 금융업,1999-08-11,12월,서울특별시,AK홀딩스,"""00125080"""
HS애드,유가,35000,광고업,1999-08-11,12월,서울특별시,HS애드,"""00140168"""
대한유화,유가,6650,기초 화학물질 제조업,1999-08-11,12월,서울특별시,대한유화,"""00260383"""
백산,유가,35150,플라스틱제품 제조업,1999-08-11,12월,경기도,백산,"""00122551"""
체시스,유가,33250,자동차 신품 부품 제조업,1999-08-11,12월,경상북도,체시스,"""00125576"""
자화전자,유가,33240,전자부품 제조업,1999-01-06,12월,충청북도,자화전자,"""00146861"""
케이티,유가,30200,전기 통신업,1998-12-23,12월,경기도,케이티,"""00186461"""
케이티,유가,30200,전기 통신업,1998-12-23,12월,경기도,케이티,"""00190321"""
엑시큐어하이트론,유가,19490,영상 및 음향기기 제조업,1998-11-04,12월,경기도,엑시큐어하이트론,"""00156150"""
제일기획,유가,30000,광고업,1998-03-03,12월,서울특별시,제일기획,"""00148276"""
스틱인베스트먼트,유가,26890,신탁업 및 집합투자업,1997-11-25,12월,서울특별시,스틱인베스트먼트,"""00306144"""
스틱인베스트먼트,유가,26890,신탁업 및 집합투자업,1997-11-25,12월,서울특별시,스틱인베스트먼트,"""00117498"""
케이씨,유가,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1997-11-25,12월,경기도,케이씨,"""00410049"""
케이씨,유가,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1997-11-25,12월,경기도,케이씨,"""01012206"""
케이씨,유가,29460,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1997-11-25,12월,경기도,케이씨,"""00209780"""
대원화성,유가,24890,플라스틱제품 제조업,1997-10-28,12월,서울특별시,대원화성,"""00490832"""
대원화성,유가,24890,플라스틱제품 제조업,1997-10-28,12월,서울특별시,대원화성,"""00112022"""
E1,유가,17940,기타 전문 도매업,1997-08-27,12월,서울특별시,E1,"""00165583"""
SK가스,유가,18670,기타 전문 도매업,1997-08-27,12월,경기도,SK가스,"""00144164"""
다우기술,유가,23590,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1997-08-27,12월,경기도,다우기술,"""00176914"""
영보화학,유가,14440,플라스틱제품 제조업,1997-08-27,12월,충청북도,영보화학,"""00140779"""
SKC,유가,11790,기타 화학제품 제조업,1997-07-18,12월,경기도,SKC,"""00139889"""
웰바이오텍,유가,10600,상품 중개업,1997-07-18,12월,서울특별시,웰바이오텍,"""00141273"""
한국주강,유가,25890,특수 목적용 기계 제조업,1997-07-18,12월,경상남도,한국주강,"""00159564"""
디와이덕양,유가,24900,자동차 신품 부품 제조업,1997-06-23,12월,울산광역시,디와이덕양,"""00114154"""
에쓰씨엔지니어링,유가,23960,토목 건설업,1997-06-23,12월,서울특별시,에쓰씨엔지니어링,"""00121969"""
인지컨트롤스,유가,23800,자동차 신품 부품 제조업,1997-06-23,12월,경기도,인지컨트롤스,"""00103510"""
경동인베스트,유가,12320,기타 금융업,1997-03-07,12월,경기도,경동인베스트,"""00143527"""
아이티센씨티에스,유가,31820,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1997-02-12,12월,경기도,아이티센씨티에스,"""00186559"""
에스제이엠홀딩스,유가,25530,자동차 부품 및 내장품 판매업,1997-02-12,12월,경기도,에스제이엠홀딩스,"""01781458"""
에스제이엠홀딩스,유가,25530,자동차 부품 및 내장품 판매업,1997-02-12,12월,경기도,에스제이엠홀딩스,"""00181943"""
SK하이닉스,유가,660,반도체 제조업,1996-12-26,12월,경기도,SK하이닉스,"""00164779"""
INVENI,유가,15360,회사 본부 및 경영 컨설팅 서비스업,1996-12-24,12월,서울특별시,INVENI,"""00105101"""
MH에탄올,유가,23150,알코올음료 제조업,1996-12-24,12월,경상남도,MH에탄올,"""00121534"""
동남합성,유가,23450,기초 화학물질 제조업,1996-12-24,12월,충청남도,동남합성,"""00115065"""
삼성E&A,유가,28050,"건축기술, 엔지니어링 및 관련 기술 서비스업",1996-12-24,12월,서울특별시,삼성E&A,"""00126308"""
신도리코,유가,29530,컴퓨터 및 주변장치 제조업,1996-12-24,12월,서울특별시,신도리코,"""00135795"""
온타이드,유가,5320,생활용품 도매업,1996-12-24,12월,서울특별시,온타이드,"""00168331"""
퍼시스,유가,16800,가구 제조업,1996-12-24,12월,서울특별시,퍼시스,"""00161709"""
WISCOM,유가,24070,플라스틱제품 제조업,1996-11-22,12월,경기도,WISCOM,"""00142865"""
동원수산,유가,30720,어로 어업,1996-11-22,12월,서울특별시,동원수산,"""00118044"""
미래산업,유가,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-11-22,12월,충청남도,미래산업,"""00487874"""
미래산업,유가,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-11-22,12월,충청남도,미래산업,"""01644360"""
미래산업,유가,25560,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-11-22,12월,충청남도,미래산업,"""00197759"""
다올투자증권,유가,30210,금융 지원 서비스업,1996-11-19,12월,서울특별시,다올투자증권,"""00156859"""
HDC,유가,12630,기타 금융업,1996-10-16,12월,서울특별시,HDC,"""00164636"""
광전자,유가,17900,반도체 제조업,1996-10-16,12월,전북특별자치도,광전자,"""00152729"""
한국단자공업,유가,25540,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1996-10-16,12월,인천광역시,한국단자공업,"""00157070"""
디아이,유가,3160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-07-31,12월,서울특별시,디아이,"""01561447"""
디아이,유가,3160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",1996-07-31,12월,서울특별시,디아이,"""00118275"""
신성이엔지,유가,11930,반도체 제조업,1996-07-31,12월,경기도,신성이엔지,"""00686068"""
신성이엔지,유가,11930,반도체 제조업,1996-07-31,12월,경기도,신성이엔지,"""00136271"""
티에이치엔,유가,19180,기타 전기장비 제조업,1996-07-31,12월,대구광역시,티에이치엔,"""00118965"""
한온시스템,유가,18880,일반 목적용 기계 제조업,1996-07-31,12월,대전광역시,한온시스템,"""00161125"""
블루산업개발,유가,6740,"골판지, 종이 상자 및 종이용기 제조업",1996-07-03,12월,경기도,블루산업개발,"""01379004"""
블루산업개발,유가,6740,"골판지, 종이 상자 및 종이용기 제조업",1996-07-03,12월,경기도,블루산업개발,"""00141404"""
유니온,유가,910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,12월,서울특별시,유니온,"""00833675"""
유니온,유가,910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,12월,서울특별시,유니온,"""01035696"""
유니온,유가,910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,12월,서울특별시,유니온,"""00144252"""
유니온,유가,910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,12월,서울특별시,유니온,"""01452033"""
유니온,유가,910,"시멘트, 석회, 플라스터 및 그 제품 제조업",1996-07-03,12월,서울특별시,유니온,"""00184481"""
키다리스튜디오,유가,20120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1996-07-03,12월,서울특별시,키다리스튜디오,"""00140131"""
한국제지,유가,27970,"펄프, 종이 및 판지 제조업",1996-07-03,12월,울산광역시,한국제지,"""01511585"""
한국제지,유가,27970,"펄프, 종이 및 판지 제조업",1996-07-03,12월,울산광역시,한국제지,"""00159412"""
한국제지,유가,27970,"펄프, 종이 및 판지 제조업",1996-07-03,12월,울산광역시,한국제지,"""00133706"""
한섬,유가,20000,봉제의복 제조업,1996-07-03,12월,서울특별시,한섬,"""00188089"""
현대엘리베이터,유가,17800,일반 목적용 기계 제조업,1996-07-03,12월,충청북도,현대엘리베이터,"""00164724"""
환인제약,유가,16580,의약품 제조업,1996-07-03,12월,서울특별시,환인제약,"""00166573"""
계룡건설산업,유가,13580,토목 건설업,1996-01-30,12월,대전광역시,계룡건설산업,"""00102432"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""00131203"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""00355858"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""01030868"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""01643626"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""01219766"""
서원,유가,21050,금속 주조업,1996-01-30,12월,경기도,서원,"""00131197"""
에스원,유가,12750,"경비, 경호 및 탐정업",1996-01-30,12월,서울특별시,에스원,"""00158501"""
태경산업,유가,15890,기초 화학물질 제조업,1996-01-30,12월,서울특별시,태경산업,"""00236410"""
태경산업,유가,15890,기초 화학물질 제조업,1996-01-30,12월,서울특별시,태경산업,"""01075597"""
태경산업,유가,15890,기초 화학물질 제조업,1996-01-30,12월,서울특별시,태경산업,"""01340349"""
태경산업,유가,15890,기초 화학물질 제조업,1996-01-30,12월,서울특별시,태경산업,"""00921396"""
태경산업,유가,15890,기초 화학물질 제조업,1996-01-30,12월,서울특별시,태경산업,"""00153339"""
신대양제지,유가,16590,"골판지, 종이 상자 및 종이용기 제조업",1995-12-21,12월,경기도,신대양제지,"""00135777"""
와이투솔루션,유가,11690,반도체 제조업,1995-12-21,12월,경기도,와이투솔루션,"""00144720"""
남해화학,유가,25860,"비료, 농약 및 살균, 살충제 제조업",1995-11-10,12월,서울특별시,남해화학,"""00107987"""
성안머티리얼스,유가,11300,직물직조 및 직물제품 제조업,1995-11-10,12월,대구광역시,성안머티리얼스,"""00132868"""
HMM,유가,11200,해상 운송업,1995-10-05,12월,서울특별시,HMM,"""00164645"""
경인양행,유가,12610,기초 화학물질 제조업,1995-10-05,12월,인천광역시,경인양행,"""00102113"""
풀무원,유가,17810,기타 식품 제조업,1995-10-05,12월,충청북도,풀무원,"""00155355"""
서울도시가스,유가,17390,연료용 가스 제조 및 배관공급업,1995-08-18,12월,서울특별시,서울도시가스,"""00130684"""
이구산업,유가,25820,1차 비철금속 제조업,1995-08-18,12월,경기도,이구산업,"""00145464"""
에넥스,유가,11090,가구 제조업,1995-07-08,12월,서울특별시,에넥스,"""00139764"""
에이프로젠,유가,7460,기타 금속 가공제품 제조업,1995-07-08,12월,경기도,에이프로젠,"""00549059"""
에이프로젠,유가,7460,기타 금속 가공제품 제조업,1995-07-08,12월,경기도,에이프로젠,"""00152385"""
제이준코스메틱,유가,25620,기타 화학제품 제조업,1995-07-08,12월,서울특별시,제이준코스메틱,"""00136776"""
한국카본,유가,17960,"구조용 금속제품, 탱크 및 증기발생기 제조업",1995-07-08,12월,경상남도,한국카본,"""00159795"""
KPX케미칼,유가,25000,기초 화학물질 제조업,1994-12-27,12월,서울특별시,KPX케미칼,"""00191472"""
TP,유가,7980,봉제의복 제조업,1994-12-27,12월,서울특별시,TP,"""00154329"""
에스엠벡셀,유가,10580,자동차 신품 부품 제조업,1994-12-27,12월,충청남도,에스엠벡셀,"""00147860"""
KC그린홀딩스,유가,9440,기타 금융업,1994-11-05,12월,서울특별시,KC그린홀딩스,"""00159971"""
문배철강,유가,8420,1차 철강 제조업,1994-11-05,12월,서울특별시,문배철강,"""00121570"""
웅진,유가,16880,회사 본부 및 경영 컨설팅 서비스업,1994-11-05,12월,서울특별시,웅진,"""00819596"""
웅진,유가,16880,회사 본부 및 경영 컨설팅 서비스업,1994-11-05,12월,서울특별시,웅진,"""00143651"""
HL D&I,유가,14790,토목 건설업,1994-08-12,12월,서울특별시,HL D&I,"""00161116"""
오뚜기,유가,7310,기타 식품 제조업,1994-08-12,12월,경기도,오뚜기,"""00141529"""
일정실업,유가,8500,편조원단 제조업,1994-08-12,12월,경기도,일정실업,"""00146542"""
엘에스일렉트릭,유가,10120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1994-07-11,12월,경기도,엘에스일렉트릭,"""00105855"""
대양금속,유가,9190,1차 철강 제조업,1994-04-29,12월,충청남도,대양금속,"""00111111"""
이화산업,유가,760,기타 전문 도매업,1994-04-29,12월,서울특별시,이화산업,"""00868583"""
이화산업,유가,760,기타 전문 도매업,1994-04-29,12월,서울특별시,이화산업,"""00174031"""
이화산업,유가,760,기타 전문 도매업,1994-04-29,12월,서울특별시,이화산업,"""00145686"""
이화산업,유가,760,기타 전문 도매업,1994-04-29,12월,서울특별시,이화산업,"""01615261"""
동원시스템즈,유가,14820,플라스틱제품 제조업,1994-03-29,12월,충청남도,동원시스템즈,"""00132637"""
삼성중공업,유가,10140,선박 및 보트 건조업,1994-01-28,12월,경기도,삼성중공업,"""00126478"""
모토닉,유가,9680,자동차 신품 부품 제조업,1994-01-14,12월,서울특별시,모토닉,"""00151128"""
화신,유가,10690,자동차 신품 부품 제조업,1994-01-14,12월,경상북도,화신,"""00563961"""
화신,유가,10690,자동차 신품 부품 제조업,1994-01-14,12월,경상북도,화신,"""01216705"""
화신,유가,10690,자동차 신품 부품 제조업,1994-01-14,12월,경상북도,화신,"""00449290"""
화신,유가,10690,자동차 신품 부품 제조업,1994-01-14,12월,경상북도,화신,"""00166315"""
삼화페인트공업,유가,390,기타 화학제품 제조업,1993-09-10,12월,경기도,삼화페인트공업,"""00129387"""
경동나비엔,유가,9450,가정용 기기 제조업,1993-08-31,12월,경기도,경동나비엔,"""00101488"""
DB,유가,12030,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1993-01-06,12월,서울특별시,DB,"""00163345"""
SGC에너지,유가,5090,전기업,1993-01-06,12월,서울특별시,SGC에너지,"""00125150"""
대림바스,유가,5750,"내화, 비내화 요업제품 제조업",1992-12-23,12월,경상남도,대림바스,"""00109754"""
대한해운,유가,5880,해상 운송업,1992-04-23,12월,서울특별시,대한해운,"""00421434"""
대한해운,유가,5880,해상 운송업,1992-04-23,12월,서울특별시,대한해운,"""00113535"""
휴니드테크놀러지스,유가,5870,통신 및 방송 장비 제조업,1991-09-03,12월,인천광역시,휴니드테크놀러지스,"""00111421"""
수산세보틱스,유가,17550,특수 목적용 기계 제조업,1991-08-30,12월,경기도,수산세보틱스,"""00135111"""
롯데케미칼,유가,11170,기초 화학물질 제조업,1991-05-30,12월,서울특별시,롯데케미칼,"""00165413"""
세아베스틸지주,유가,1430,1차 철강 제조업,1991-03-12,12월,서울특별시,세아베스틸지주,"""00106669"""
호텔신라,유가,8770,기타 상품 전문 소매업,1991-03-12,12월,서울특별시,호텔신라,"""00165680"""
태경비케이,유가,14580,"시멘트, 석회, 플라스터 및 그 제품 제조업",1991-03-07,12월,서울특별시,태경비케이,"""00122481"""
화승코퍼레이션,유가,13520,자동차 신품 부품 제조업,1991-02-22,12월,부산광역시,화승코퍼레이션,"""00166272"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00137863"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00468064"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""01086362"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00193744"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""01334861"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00183002"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00523185"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00173786"""
신흥,유가,4080,기계장비 및 관련 물품 도매업,1991-02-08,12월,서울특별시,신흥,"""00173795"""
화승인더스트리,유가,6060,상품 종합 도매업,1991-02-04,12월,부산광역시,화승인더스트리,"""00166227"""
극동유화,유가,14530,석유 정제품 제조업,1991-01-31,12월,경상남도,극동유화,"""00105156"""
고려산업,유가,2140,"곡물가공품, 전분 및 전분제품 제조업",1991-01-14,12월,부산광역시,고려산업,"""00102751"""
고려산업,유가,2140,"곡물가공품, 전분 및 전분제품 제조업",1991-01-14,12월,부산광역시,고려산업,"""01895779"""
대현,유가,16090,봉제의복 제조업,1990-09-20,12월,서울특별시,대현,"""00818339"""
대현,유가,16090,봉제의복 제조업,1990-09-20,12월,서울특별시,대현,"""01335064"""
대현,유가,16090,봉제의복 제조업,1990-09-20,12월,서울특별시,대현,"""00490063"""
대현,유가,16090,봉제의복 제조업,1990-09-20,12월,서울특별시,대현,"""00113614"""
케이비아이동국실업,유가,1620,자동차 신품 부품 제조업,1990-09-15,12월,서울특별시,케이비아이동국실업,"""00114765"""
광명전기,유가,17040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1990-09-14,12월,경기도,광명전기,"""00828257"""
광명전기,유가,17040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1990-09-14,12월,경기도,광명전기,"""00103662"""
부산산업,유가,11390,"시멘트, 석회, 플라스터 및 그 제품 제조업",1990-09-14,12월,부산광역시,부산산업,"""00124027"""
STX,유가,11810,상품 종합 도매업,1990-09-12,12월,경상남도,STX,"""00138297"""
고려아연,유가,10130,1차 비철금속 제조업,1990-07-28,12월,서울특별시,고려아연,"""00102858"""
팜젠사이언스,유가,4720,의약품 제조업,1990-06-15,12월,경기도,팜젠사이언스,"""00135050"""
무림페이퍼,유가,9200,"펄프, 종이 및 판지 제조업",1990-06-09,12월,경상남도,무림페이퍼,"""00136086"""
현대차증권,유가,1500,금융 지원 서비스업,1990-06-09,12월,서울특별시,현대차증권,"""00137997"""
원림,유가,5820,직물직조 및 직물제품 제조업,1990-04-20,12월,서울특별시,원림,"""00143794"""
서흥,유가,8490,기타 화학제품 제조업,1990-03-27,12월,충청북도,서흥,"""01560509"""
서흥,유가,8490,기타 화학제품 제조업,1990-03-27,12월,충청북도,서흥,"""00131692"""
서흥,유가,8490,기타 화학제품 제조업,1990-03-27,12월,충청북도,서흥,"""00665135"""
성문전자,유가,14910,전자부품 제조업,1990-03-24,12월,경기도,성문전자,"""00132628"""
HLB글로벌,유가,3580,종합 소매업,1990-03-23,12월,강원특별자치도,HLB글로벌,"""00169048"""
일진홀딩스,유가,15860,기타 금융업,1990-03-22,12월,경기도,일진홀딩스,"""00146649"""
대영포장,유가,14160,"골판지, 종이 상자 및 종이용기 제조업",1990-03-06,12월,경기도,대영포장,"""00111458"""
영화금속,유가,12280,자동차 신품 부품 제조업,1990-01-25,12월,경상남도,영화금속,"""00141413"""
신풍제약,유가,19170,의약품 제조업,1990-01-20,12월,경기도,신풍제약,"""00137359"""
동성제약,유가,2210,의약품 제조업,1990-01-19,12월,서울특별시,동성제약,"""00116268"""
아센디오,유가,12170,"영화, 비디오물, 방송프로그램 제작 및 배급업",1989-12-20,12월,서울특별시,아센디오,"""00145437"""
한올바이오파마,유가,9420,의약품 제조업,1989-12-18,12월,대전광역시,한올바이오파마,"""00162586"""
유니켐,유가,11330,"가죽, 가방 및 유사제품 제조업",1989-12-14,12월,경기도,유니켐,"""00605568"""
유니켐,유가,11330,"가죽, 가방 및 유사제품 제조업",1989-12-14,12월,경기도,유니켐,"""00137207"""
대창,유가,12800,1차 비철금속 제조업,1989-12-05,12월,경기도,대창,"""00409478"""
대창,유가,12800,1차 비철금속 제조업,1989-12-05,12월,경기도,대창,"""00112651"""
국보,유가,1140,도로 화물 운송업,1989-12-02,12월,부산광역시,국보,"""00104519"""
국보,유가,1140,도로 화물 운송업,1989-12-02,12월,부산광역시,국보,"""01088476"""
일성건설,유가,13360,토목 건설업,1989-12-02,12월,경기도,일성건설,"""00184995"""
일성건설,유가,13360,토목 건설업,1989-12-02,12월,경기도,일성건설,"""00146232"""
까뮤이앤씨,유가,13700,건물 건설업,1989-11-30,12월,경기도,까뮤이앤씨,"""00129420"""
보락,유가,2760,기타 화학제품 제조업,1989-11-30,12월,경기도,보락,"""00123107"""
선도전기,유가,7610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1989-11-30,12월,경기도,선도전기,"""00131939"""
씨아이테크,유가,4920,영상 및 음향기기 제조업,1989-11-30,12월,서울특별시,씨아이테크,"""01781397"""
씨아이테크,유가,4920,영상 및 음향기기 제조업,1989-11-30,12월,서울특별시,씨아이테크,"""00127158"""
광동제약,유가,9290,의약품 제조업,1989-11-17,12월,경기도,광동제약,"""00103592"""
갤럭시아에스엠,유가,11420,스포츠 서비스업,1989-11-14,12월,서울특별시,갤럭시아에스엠,"""00129554"""
남성,유가,4270,기타 전문 도매업,1989-11-14,12월,서울특별시,남성,"""01221868"""
남성,유가,4270,기타 전문 도매업,1989-11-14,12월,서울특별시,남성,"""00172185"""
KISCO홀딩스,유가,1940,1차 철강 제조업,1989-11-13,12월,경상남도,KISCO홀딩스,"""00159740"""
태영건설,유가,9410,토목 건설업,1989-11-13,12월,경기도,태영건설,"""00535825"""
태영건설,유가,9410,토목 건설업,1989-11-13,12월,경기도,태영건설,"""00491822"""
태영건설,유가,9410,토목 건설업,1989-11-13,12월,경기도,태영건설,"""00153861"""
태영건설,유가,9410,토목 건설업,1989-11-13,12월,경기도,태영건설,"""01837845"""
한국특강,유가,7280,1차 철강 제조업,1989-11-13,12월,경상남도,한국특강,"""00124090"""
한솔로지스틱스,유가,9180,기타 운송관련 서비스업,1989-11-13,12월,서울특별시,한솔로지스틱스,"""00140946"""
삼양통상,유가,2170,"가죽, 가방 및 유사제품 제조업",1989-11-10,12월,서울특별시,삼양통상,"""00127042"""
SK텔레콤,유가,17670,전기 통신업,1989-11-07,12월,서울특별시,SK텔레콤,"""00159023"""
진양폴리우레탄,유가,10640,플라스틱제품 제조업,1989-09-30,12월,경기도,진양폴리우레탄,"""00160375"""
미창석유공업,유가,3650,석유 정제품 제조업,1989-09-27,12월,부산광역시,미창석유공업,"""00122056"""
삼익THK,유가,4380,일반 목적용 기계 제조업,1989-09-26,12월,대구광역시,삼익THK,"""00127802"""
미원상사,유가,2840,기타 화학제품 제조업,1989-09-25,12월,경기도,미원상사,"""00121932"""
서연,유가,7860,기타 금융업,1989-09-09,12월,경기도,서연,"""00163114"""
세우글로벌,유가,13000,기타 전문 도매업,1989-09-05,12월,인천광역시,세우글로벌,"""00134176"""
현대모비스,유가,12330,자동차 신품 부품 제조업,1989-09-05,12월,서울특별시,현대모비스,"""00164788"""
KG케미칼,유가,1390,기초 화학물질 제조업,1989-08-25,12월,울산광역시,KG케미칼,"""00101220"""
아진전자부품,유가,9320,자동차 신품 부품 제조업,1989-08-25,12월,전북특별자치도,아진전자부품,"""00111689"""
현대해상,유가,1450,보험업,1989-08-25,12월,서울특별시,현대해상,"""00164973"""
현대지에프홀딩스,유가,5440,기타 금융업,1989-08-22,12월,서울특별시,현대지에프홀딩스,"""00105280"""
한국전력공사,유가,15760,전기업,1989-08-10,12월,전라남도,한국전력공사,"""00159193"""
국도화학,유가,7690,기초 화학물질 제조업,1989-08-05,12월,서울특별시,국도화학,"""00104388"""
녹십자,유가,6280,의약품 제조업,1989-08-01,12월,경기도,녹십자,"""00129679"""
SIMPAC,유가,9160,1차 철강 제조업,1989-07-29,12월,인천광역시,SIMPAC,"""00138260"""
윌비스,유가,8600,생활용품 도매업,1989-07-28,12월,충청남도,윌비스,"""00104999"""
대창단조,유가,15230,자동차 신품 부품 제조업,1989-07-25,12월,경상남도,대창단조,"""00112679"""
사조산업,유가,7160,수산물 가공 및 저장 처리업,1989-07-25,12월,서울특별시,사조산업,"""00124799"""
한익스프레스,유가,14130,도로 화물 운송업,1989-07-25,12월,경기도,한익스프레스,"""00129509"""
사조동아원,유가,8040,"곡물가공품, 전분 및 전분제품 제조업",1989-06-24,12월,서울특별시,사조동아원,"""00137252"""
경인전자,유가,9140,전자부품 제조업,1989-06-20,12월,서울특별시,경인전자,"""00627533"""
경인전자,유가,9140,전자부품 제조업,1989-06-20,12월,서울특별시,경인전자,"""00102140"""
무림P&P,유가,9580,"펄프, 종이 및 판지 제조업",1989-06-20,12월,울산광역시,무림P&P,"""00119007"""
인디에프,유가,14990,봉제의복 제조업,1989-06-20,12월,서울특별시,인디에프,"""00106881"""
디와이,유가,13570,기타 금융업,1989-05-30,12월,인천광역시,디와이,"""00300414"""
디와이,유가,13570,기타 금융업,1989-05-30,12월,인천광역시,디와이,"""00482912"""
디와이,유가,13570,기타 금융업,1989-05-30,12월,인천광역시,디와이,"""00117179"""
DKME,유가,15590,일반 목적용 기계 제조업,1989-05-27,12월,울산광역시,DKME,"""00108746"""
한솔케미칼,유가,14680,기초 화학물질 제조업,1989-05-20,12월,서울특별시,한솔케미칼,"""00140955"""
퍼스텍,유가,10820,무기 및 총포탄 제조업,1989-05-10,12월,경상남도,퍼스텍,"""00148522"""
퍼스텍,유가,10820,무기 및 총포탄 제조업,1989-05-10,12월,경상남도,퍼스텍,"""00148267"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""00406709"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""00680471"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""01088759"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""01207105"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""01731505"""
동원산업,유가,6040,기타 금융업,1989-03-07,12월,서울특별시,동원산업,"""00118026"""
대덕,유가,8060,기타 금융업,1989-01-26,12월,경기도,대덕,"""00486556"""
대덕,유가,8060,기타 금융업,1989-01-26,12월,경기도,대덕,"""00767637"""
대덕,유가,8060,기타 금융업,1989-01-26,12월,경기도,대덕,"""00109189"""
한성기업,유가,3680,수산물 가공 및 저장 처리업,1989-01-26,12월,부산광역시,한성기업,"""00387194"""
