corp_name,시장구분,종목코드,업종,상장일,결산월,지역,corp_name,corp_code
한성기업,유가,3680,수산물 가공 및 저장 처리업,1989-01-26,12월,부산광역시,한성기업,"""01627309"""
한성기업,유가,3680,수산물 가공 및 저장 처리업,1989-01-26,12월,부산광역시,한성기업,"""01397851"""
한성기업,유가,3680,수산물 가공 및 저장 처리업,1989-01-26,12월,부산광역시,한성기업,"""00161860"""
이스타코,유가,15020,부동산 임대 및 공급업,1988-12-23,12월,서울특별시,이스타코,"""00134565"""
태림포장,유가,11280,"골판지, 종이 상자 및 종이용기 제조업",1988-12-20,12월,경기도,태림포장,"""00153524"""
아세아제지,유가,2310,"골판지, 종이 상자 및 종이용기 제조업",1988-12-15,12월,서울특별시,아세아제지,"""00138729"""
화천기계,유가,10660,특수 목적용 기계 제조업,1988-12-12,12월,서울특별시,화천기계,"""00166500"""
CJ씨푸드,유가,11150,기타 식품 제조업,1988-11-26,12월,경기도,CJ씨푸드,"""00129013"""
SHD,유가,1770,1차 철강 제조업,1988-11-23,12월,경기도,SHD,"""00137809"""
조일알미늄,유가,18470,1차 비철금속 제조업,1988-11-22,12월,경상북도,조일알미늄,"""00149239"""
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시,에스엘,"""01174773"""
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시,에스엘,"""01408351"""
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시,에스엘,"""01174214"""
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시,에스엘,"""00125521"""
에스엘,유가,5850,자동차 신품 부품 제조업,1988-11-08,12월,대구광역시,에스엘,"""01926389"""
영원무역홀딩스,유가,9970,기타 금융업,1988-11-07,12월,서울특별시,영원무역홀딩스,"""00140964"""
더존비즈온,유가,12510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1988-10-28,12월,강원특별자치도,더존비즈온,"""00172291"""
보령,유가,3850,의약품 제조업,1988-10-24,12월,서울특별시,보령,"""00123143"""
이건산업,유가,8250,나무제품 제조업,1988-10-21,12월,인천광역시,이건산업,"""00145446"""
모나리자,유가,12690,기타 종이 및 판지 제품 제조업,1988-10-14,12월,서울특별시,모나리자,"""00173102"""
대구백화점,유가,6370,종합 소매업,1988-10-10,12월,대구광역시,대구백화점,"""00108977"""
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시,우성,"""00513470"""
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시,우성,"""00940285"""
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시,우성,"""01155097"""
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시,우성,"""01840760"""
우성,유가,6980,"곡물가공품, 전분 및 전분제품 제조업",1988-10-10,12월,대전광역시,우성,"""00142661"""
유성기업,유가,2920,자동차 신품 부품 제조업,1988-10-10,12월,충청남도,유성기업,"""00174004"""
한일철강,유가,2220,1차 철강 제조업,1988-10-07,12월,서울특별시,한일철강,"""00174457"""
한일철강,유가,2220,1차 철강 제조업,1988-10-07,12월,서울특별시,한일철강,"""00449874"""
한일철강,유가,2220,1차 철강 제조업,1988-10-07,12월,서울특별시,한일철강,"""00163196"""
삼익악기,유가,2450,악기 제조업,1988-09-30,12월,충청북도,삼익악기,"""00127857"""
HS화성,유가,2460,건물 건설업,1988-09-29,12월,대구광역시,HS화성,"""00174527"""
DN오토모티브,유가,7340,일차전지 및 이차전지 제조업,1988-09-24,12월,경상남도,DN오토모티브,"""00116949"""
보해양조,유가,890,알코올음료 제조업,1988-09-23,12월,전라남도,보해양조,"""00123541"""
상상인증권,유가,1290,금융 지원 서비스업,1988-09-23,12월,서울특별시,상상인증권,"""00112059"""
혜인,유가,3010,기계장비 및 관련 물품 도매업,1988-09-20,12월,서울특별시,혜인,"""00165343"""
금강공업,유가,14280,1차 철강 제조업,1988-09-10,12월,부산광역시,금강공업,"""00105299"""
플레이그램,유가,9810,기타 전문 도매업,1988-08-31,12월,서울특별시,플레이그램,"""00103130"""
율촌화학,유가,8730,플라스틱제품 제조업,1988-08-30,12월,서울특별시,율촌화학,"""00145260"""
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시,신원,"""01471959"""
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시,신원,"""01625860"""
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시,신원,"""00136864"""
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시,신원,"""00442783"""
신원,유가,9270,봉제의복 제조업,1988-08-24,12월,서울특별시,신원,"""01404896"""
동방,유가,4140,기타 운송관련 서비스업,1988-08-10,12월,서울특별시,동방,"""01466805"""
동방,유가,4140,기타 운송관련 서비스업,1988-08-10,12월,서울특별시,동방,"""00300247"""
동방,유가,4140,기타 운송관련 서비스업,1988-08-10,12월,서울특별시,동방,"""00115287"""
한국쉘석유,유가,2960,석유 정제품 제조업,1988-08-10,12월,부산광역시,한국쉘석유,"""00158149"""
부광약품,유가,3000,의약품 제조업,1988-08-05,12월,서울특별시,부광약품,"""00123718"""
풍산홀딩스,유가,5810,기타 금융업,1988-07-28,12월,인천광역시,풍산홀딩스,"""00929671"""
풍산홀딩스,유가,5810,기타 금융업,1988-07-28,12월,인천광역시,풍산홀딩스,"""00155531"""
부국증권,유가,1270,금융 지원 서비스업,1988-07-19,12월,서울특별시,부국증권,"""00123772"""
계양전기,유가,12200,일반 목적용 기계 제조업,1988-07-06,12월,서울특별시,계양전기,"""00102618"""
한솔테크닉스,유가,4710,전자부품 제조업,1988-07-06,12월,서울특별시,한솔테크닉스,"""00157399"""
DB증권,유가,16610,금융 지원 서비스업,1988-06-27,12월,서울특별시,DB증권,"""00115694"""
한미사이언스,유가,8930,기타 금융업,1988-06-20,12월,경기도,한미사이언스,"""00161426"""
삼진제약,유가,5500,의약품 제조업,1988-06-18,12월,서울특별시,삼진제약,"""00128412"""
POSCO홀딩스,유가,5490,1차 철강 제조업,1988-06-10,12월,경상북도,POSCO홀딩스,"""00155319"""
범양건영,유가,2410,건물 건설업,1988-05-25,12월,부산광역시,범양건영,"""00122694"""
파미셀,유가,5690,기초 의약물질 제조업,1988-05-20,12월,서울특별시,파미셀,"""00507938"""
파미셀,유가,5690,기초 의약물질 제조업,1988-05-20,12월,서울특별시,파미셀,"""00145163"""
동국홀딩스,유가,1230,기타 금융업,1988-05-09,12월,서울특별시,동국홀딩스,"""00114792"""
대원전선,유가,6340,절연선 및 케이블 제조업,1988-05-04,12월,충청남도,대원전선,"""00260392"""
이수화학,유가,5950,기초 화학물질 제조업,1988-04-28,12월,서울특별시,이수화학,"""00145552"""
삼성증권,유가,16360,금융 지원 서비스업,1988-03-28,12월,서울특별시,삼성증권,"""00104856"""
삼영무역,유가,2810,기타 전문 도매업,1988-03-28,12월,서울특별시,삼영무역,"""00127167"""
한양증권,유가,1750,금융 지원 서비스업,1988-03-04,12월,서울특별시,한양증권,"""00162416"""
금호석유화학,유가,11780,기초 화학물질 제조업,1988-01-22,12월,서울특별시,금호석유화학,"""00106368"""
유안타증권,유가,3470,금융 지원 서비스업,1988-01-21,12월,서울특별시,유안타증권,"""00117601"""
제일파마홀딩스,유가,2620,회사 본부 및 경영 컨설팅 서비스업,1988-01-20,12월,서울특별시,제일파마홀딩스,"""00148443"""
에이엔피,유가,15260,전자부품 제조업,1988-01-18,12월,인천광역시,에이엔피,"""00143314"""
에이엔피,유가,15260,전자부품 제조업,1988-01-18,12월,인천광역시,에이엔피,"""01361801"""
한창제지,유가,9460,"펄프, 종이 및 판지 제조업",1987-12-23,12월,경상남도,한창제지,"""00163761"""
넥센,유가,5720,고무제품 제조업,1987-12-19,12월,경상남도,넥센,"""00261708"""
넥센,유가,5720,고무제품 제조업,1987-12-19,12월,경상남도,넥센,"""00167192"""
삼성공조,유가,6660,자동차 신품 부품 제조업,1987-11-28,12월,경상남도,삼성공조,"""00126201"""
세방전지,유가,4490,일차전지 및 이차전지 제조업,1987-11-28,12월,서울특별시,세방전지,"""00133858"""
진원생명과학,유가,11000,의약품 제조업,1987-11-16,12월,서울특별시,진원생명과학,"""00118521"""
참엔지니어링,유가,9310,특수 목적용 기계 제조업,1987-11-12,12월,경기도,참엔지니어링,"""00269296"""
참엔지니어링,유가,9310,특수 목적용 기계 제조업,1987-11-12,12월,경기도,참엔지니어링,"""00153621"""
한국무브넥스,유가,10100,자동차 신품 부품 제조업,1987-10-02,12월,울산광역시,한국무브넥스,"""00160418"""
코스모신소재,유가,5070,기타 화학제품 제조업,1987-09-28,12월,충청북도,코스모신소재,"""00129989"""
덕성,유가,4830,플라스틱제품 제조업,1987-09-25,12월,경기도,덕성,"""00432315"""
덕성,유가,4830,플라스틱제품 제조업,1987-09-25,12월,경기도,덕성,"""00811576"""
덕성,유가,4830,플라스틱제품 제조업,1987-09-25,12월,경기도,덕성,"""01038639"""
덕성,유가,4830,플라스틱제품 제조업,1987-09-25,12월,경기도,덕성,"""00114093"""
유진증권,유가,1200,금융 지원 서비스업,1987-08-24,12월,서울특별시,유진증권,"""00131054"""
유화증권,유가,3460,금융 지원 서비스업,1987-08-24,12월,서울특별시,유화증권,"""00145190"""
한신기계공업,유가,11700,일반 목적용 기계 제조업,1987-07-24,12월,경기도,한신기계공업,"""00162072"""
코스모화학,유가,5420,기타 화학제품 제조업,1987-07-23,12월,서울특별시,코스모화학,"""00160302"""
가온전선,유가,500,절연선 및 케이블 제조업,1987-06-08,12월,경기도,가온전선,"""00104768"""
S-Oil,유가,10950,석유 정제품 제조업,1987-05-27,12월,서울특별시,S-Oil,"""00138279"""
한화에어로스페이스,유가,12450,"항공기,우주선 및 부품 제조업",1987-05-27,12월,경상남도,한화에어로스페이스,"""00126566"""
삼화전자공업,유가,11230,영상 및 음향기기 제조업,1987-05-25,12월,경기도,삼화전자공업,"""00129280"""
현대제철,유가,4020,1차 철강 제조업,1987-05-23,12월,인천광역시,현대제철,"""00145880"""
써니전자,유가,4770,전자부품 제조업,1987-04-22,12월,충청북도,써니전자,"""00138057"""
현대비앤지스틸,유가,4560,1차 철강 제조업,1987-03-24,12월,경상남도,현대비앤지스틸,"""00125743"""
사조오양,유가,6090,수산물 가공 및 저장 처리업,1986-12-24,12월,서울특별시,사조오양,"""00141875"""
한화투자증권,유가,3530,금융 지원 서비스업,1986-11-25,12월,서울특별시,한화투자증권,"""00262196"""
한화투자증권,유가,3530,금융 지원 서비스업,1986-11-25,12월,서울특별시,한화투자증권,"""00148610"""
삼화전기,유가,9470,전자부품 제조업,1986-11-24,12월,충청북도,삼화전기,"""00129271"""
SK증권,유가,1510,금융 지원 서비스업,1986-09-20,12월,서울특별시,SK증권,"""00131850"""
평화홀딩스,유가,10770,자동차 신품 부품 제조업,1986-03-31,12월,대구광역시,평화홀딩스,"""00155124"""
일신석재,유가,7110,"건축자재, 철물 및 난방장치 도매업",1986-03-04,12월,서울특별시,일신석재,"""00146296"""
KG스틸,유가,16380,1차 철강 제조업,1986-02-03,12월,서울특별시,KG스틸,"""00115676"""
아이에스동서,유가,10780,"시멘트, 석회, 플라스터 및 그 제품 제조업",1986-01-27,12월,서울특별시,아이에스동서,"""00115977"""
SH에너지화학,유가,2360,기초 화학물질 제조업,1985-12-23,12월,전북특별자치도,SH에너지화학,"""00136457"""
대한화섬,유가,3830,화학섬유 제조업,1985-12-23,12월,서울특별시,대한화섬,"""00113544"""
코리아써키트,유가,7810,전자부품 제조업,1985-09-09,12월,경기도,코리아써키트,"""00152686"""
신세계,유가,4170,종합 소매업,1985-08-19,12월,서울특별시,신세계,"""01630808"""
신세계,유가,4170,종합 소매업,1985-08-19,12월,서울특별시,신세계,"""00136378"""
OCI홀딩스,유가,10060,기타 금융업,1985-07-09,12월,서울특별시,OCI홀딩스,"""00148896"""
삼일제약,유가,520,의약품 제조업,1985-05-29,12월,서울특별시,삼일제약,"""00128032"""
인스코비,유가,6490,전기 통신업,1985-01-17,12월,서울특별시,인스코비,"""00122825"""
일성아이에스,유가,3120,의약품 제조업,1985-01-14,12월,서울특별시,일성아이에스,"""00146214"""
현대건설,유가,720,토목 건설업,1984-12-22,12월,서울특별시,현대건설,"""00164478"""
TCC스틸,유가,2710,1차 철강 제조업,1984-12-21,12월,경상북도,TCC스틸,"""00117300"""
에이프로젠바이오로직스,유가,3060,의약품 제조업,1984-10-19,12월,서울특별시,에이프로젠바이오로직스,"""01074376"""
에이프로젠바이오로직스,유가,3060,의약품 제조업,1984-10-19,12월,서울특별시,에이프로젠바이오로직스,"""00101044"""
F&F 홀딩스,유가,7700,기타 금융업,1984-10-04,12월,서울특별시,F&F 홀딩스,"""00126487"""
아남전자,유가,8700,영상 및 음향기기 제조업,1984-08-11,12월,서울특별시,아남전자,"""00138516"""
HD현대미포,유가,10620,선박 및 보트 건조업,1983-12-20,12월,울산광역시,HD현대미포,"""00164609"""
GS건설,유가,6360,건물 건설업,1981-08-03,12월,서울특별시,GS건설,"""00120030"""
삼아알미늄,유가,6110,1차 비철금속 제조업,1980-12-05,12월,경기도,삼아알미늄,"""00126779"""
한국전자홀딩스,유가,6200,기타 금융업,1979-11-30,12월,서울특별시,한국전자홀딩스,"""00159254"""
삼성SDI,유가,6400,일차전지 및 이차전지 제조업,1979-02-27,12월,경기도,삼성SDI,"""00126362"""
삼성전기,유가,9150,전자부품 제조업,1979-02-27,12월,경기도,삼성전기,"""00126371"""
동부건설,유가,5960,토목 건설업,1978-10-30,12월,서울특별시,동부건설,"""01690688"""
동부건설,유가,5960,토목 건설업,1978-10-30,12월,서울특별시,동부건설,"""00115612"""
케이씨티시,유가,9070,도로 화물 운송업,1978-09-29,12월,서울특별시,케이씨티시,"""00103042"""
코오롱글로벌,유가,3070,토목 건설업,1978-09-15,12월,경기도,코오롱글로벌,"""00152880"""
빙그레,유가,5180,동·식물성 유지 및 낙농제품 제조업,1978-08-31,12월,경기도,빙그레,"""00124726"""
녹십자홀딩스,유가,5250,회사 본부 및 경영 컨설팅 서비스업,1978-08-28,12월,경기도,녹십자홀딩스,"""00108135"""
시알홀딩스,유가,480,"내화, 비내화 요업제품 제조업",1978-06-30,12월,전라남도,시알홀딩스,"""00148984"""
남양유업,유가,3920,동·식물성 유지 및 낙농제품 제조업,1978-06-24,12월,서울특별시,남양유업,"""00107598"""
남선알미늄,유가,8350,1차 비철금속 제조업,1978-05-22,12월,대구광역시,남선알미늄,"""00107224"""
한국화장품제조,유가,3350,기타 화학제품 제조업,1978-02-06,12월,서울특별시,한국화장품제조,"""00160621"""
현대코퍼레이션,유가,11760,상품 종합 도매업,1977-12-01,12월,서울특별시,현대코퍼레이션,"""00968971"""
현대코퍼레이션,유가,11760,상품 종합 도매업,1977-12-01,12월,서울특별시,현대코퍼레이션,"""00164812"""
LS,유가,6260,기타 금융업,1977-06-30,12월,서울특별시,LS,"""00105952"""
SK네트웍스,유가,1740,기타 전문 도매업,1977-06-30,12월,경기도,SK네트웍스,"""00131780"""
경농,유가,2100,"비료, 농약 및 살균, 살충제 제조업",1977-06-30,12월,서울특별시,경농,"""00101433"""
티웨이홀딩스,유가,4870,"시멘트, 석회, 플라스터 및 그 제품 제조업",1977-06-30,12월,서울특별시,티웨이홀딩스,"""00109514"""
동방아그로,유가,7590,"비료, 농약 및 살균, 살충제 제조업",1977-06-29,12월,서울특별시,동방아그로,"""00115384"""
송원산업,유가,4430,기타 화학제품 제조업,1977-06-25,12월,울산광역시,송원산업,"""00245357"""
송원산업,유가,4430,기타 화학제품 제조업,1977-06-25,12월,울산광역시,송원산업,"""00134963"""
진흥기업,유가,2780,토목 건설업,1977-06-25,12월,인천광역시,진흥기업,"""00892650"""
진흥기업,유가,2780,토목 건설업,1977-06-25,12월,인천광역시,진흥기업,"""00150828"""
한국석유공업,유가,4090,기타 비금속 광물제품 제조업,1977-06-25,12월,서울특별시,한국석유공업,"""00157991"""
천일고속,유가,650,육상 여객 운송업,1977-06-23,12월,부산광역시,천일고속,"""00151395"""
대원강업,유가,430,자동차 신품 부품 제조업,1977-06-22,12월,충청남도,대원강업,"""00111847"""
조광피혁,유가,4700,"가죽, 가방 및 유사제품 제조업",1977-05-27,12월,충청북도,조광피혁,"""00148939"""
세방,유가,4360,도로 화물 운송업,1977-05-19,12월,부산광역시,세방,"""00133812"""
KBI동양철관,유가,8970,1차 철강 제조업,1977-03-05,12월,충청남도,KBI동양철관,"""00117629"""
대유에이텍,유가,2880,자동차 신품 부품 제조업,1977-02-18,12월,광주광역시,대유에이텍,"""00367862"""
대유에이텍,유가,2880,자동차 신품 부품 제조업,1977-02-18,12월,광주광역시,대유에이텍,"""00149804"""
남광토건,유가,1260,토목 건설업,1976-12-28,12월,경기도,남광토건,"""00107066"""
삼영전자공업,유가,5680,전자부품 제조업,1976-12-28,12월,경기도,삼영전자공업,"""00127200"""
신영와코루,유가,5800,봉제의복 제조업,1976-12-28,12월,서울특별시,신영와코루,"""00136624"""
조비,유가,1550,"비료, 농약 및 살균, 살충제 제조업",1976-12-28,12월,서울특별시,조비,"""00148948"""
한국공항,유가,5430,기타 운송관련 서비스업,1976-12-28,12월,서울특별시,한국공항,"""00156691"""
조광페인트,유가,4910,기타 화학제품 제조업,1976-12-27,12월,부산광역시,조광페인트,"""00148920"""
SB성보,유가,3080,"비료, 농약 및 살균, 살충제 제조업",1976-12-23,12월,경기도,SB성보,"""00132725"""
삼천리,유가,4690,연료용 가스 제조 및 배관공급업,1976-12-23,12월,서울특별시,삼천리,"""00128555"""
조흥,유가,2600,기타 식품 제조업,1976-12-23,12월,경기도,조흥,"""01312878"""
조흥,유가,2600,기타 식품 제조업,1976-12-23,12월,경기도,조흥,"""00667407"""
조흥,유가,2600,기타 식품 제조업,1976-12-23,12월,경기도,조흥,"""01743227"""
조흥,유가,2600,기타 식품 제조업,1976-12-23,12월,경기도,조흥,"""00149345"""
금양,유가,1570,기초 화학물질 제조업,1976-12-17,12월,부산광역시,금양,"""00106119"""
사조대림,유가,3960,수산물 가공 및 저장 처리업,1976-09-16,12월,서울특별시,사조대림,"""00109718"""
비비안,유가,2070,봉제의복 제조업,1976-07-13,12월,서울특별시,비비안,"""00107677"""
SNT다이내믹스,유가,3570,자동차 신품 부품 제조업,1976-07-08,12월,경상남도,SNT다이내믹스,"""00134477"""
한신공영,유가,4960,건물 건설업,1976-07-07,12월,경기도,한신공영,"""00162063"""
농심,유가,4370,기타 식품 제조업,1976-06-30,12월,서울특별시,농심,"""00108241"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""00238843"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""00173315"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""00656599"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""01029048"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""01726637"""
삼영,유가,3720,플라스틱제품 제조업,1976-06-30,12월,서울특별시,삼영,"""00127255"""
성신양회,유가,4980,"시멘트, 석회, 플라스터 및 그 제품 제조업",1976-06-30,12월,서울특별시,성신양회,"""00132804"""
신라교역,유가,4970,어로 어업,1976-06-30,12월,서울특별시,신라교역,"""00135962"""
신풍,유가,2870,기타 전문 도매업,1976-06-30,12월,서울특별시,신풍,"""00410243"""
신풍,유가,2870,기타 전문 도매업,1976-06-30,12월,서울특별시,신풍,"""00624192"""
신풍,유가,2870,기타 전문 도매업,1976-06-30,12월,서울특별시,신풍,"""00564377"""
신풍,유가,2870,기타 전문 도매업,1976-06-30,12월,서울특별시,신풍,"""00920573"""
신풍,유가,2870,기타 전문 도매업,1976-06-30,12월,서울특별시,신풍,"""00137368"""
종근당홀딩스,유가,1630,의약품 제조업,1976-06-30,12월,서울특별시,종근당홀딩스,"""00149354"""
크라운해태홀딩스,유가,5740,기타 금융업,1976-06-30,12월,서울특별시,크라운해태홀딩스,"""00153126"""
한독,유가,2390,의약품 제조업,1976-06-30,12월,서울특별시,한독,"""01333561"""
한독,유가,2390,의약품 제조업,1976-06-30,12월,서울특별시,한독,"""00161046"""
SG글로벌,유가,1380,자동차 신품 부품 제조업,1976-06-29,12월,충청남도,SG글로벌,"""00152039"""
SK디스커버리,유가,6120,기타 금융업,1976-06-29,12월,경기도,SK디스커버리,"""00131832"""
샘표,유가,7540,기타 금융업,1976-06-29,12월,서울특별시,샘표,"""00130091"""
흥아해운,유가,3280,해상 운송업,1976-06-29,12월,서울특별시,흥아해운,"""00167208"""
GS글로벌,유가,1250,상품 종합 도매업,1976-06-26,12월,서울특별시,GS글로벌,"""00138190"""
금호건설,유가,2990,건물 건설업,1976-06-26,12월,전라남도,금호건설,"""00104005"""
금호건설,유가,2990,건물 건설업,1976-06-26,12월,전라남도,금호건설,"""00106313"""
삼부토건,유가,1470,토목 건설업,1976-06-26,12월,서울특별시,삼부토건,"""00125974"""
삼화콘덴서공업,유가,1820,전자부품 제조업,1976-06-26,12월,경기도,삼화콘덴서공업,"""00129350"""
페이퍼코리아,유가,1020,"펄프, 종이 및 판지 제조업",1976-06-26,12월,전북특별자치도,페이퍼코리아,"""00134723"""
동양,유가,1520,"시멘트, 석회, 플라스터 및 그 제품 제조업",1976-06-25,12월,서울특별시,동양,"""00973308"""
동양,유가,1520,"시멘트, 석회, 플라스터 및 그 제품 제조업",1976-06-25,12월,서울특별시,동양,"""01286120"""
동양,유가,1520,"시멘트, 석회, 플라스터 및 그 제품 제조업",1976-06-25,12월,서울특별시,동양,"""00117337"""
한화,유가,880,기타 화학제품 제조업,1976-06-24,12월,서울특별시,한화,"""00160588"""
JW중외제약,유가,1060,의약품 제조업,1976-06-14,12월,경기도,JW중외제약,"""00149947"""
영풍,유가,670,1차 비철금속 제조업,1976-06-12,12월,서울특별시,영풍,"""00520799"""
영풍,유가,670,1차 비철금속 제조업,1976-06-12,12월,서울특별시,영풍,"""00141307"""
PKC,유가,1340,기초 화학물질 제조업,1976-06-10,12월,전북특별자치도,PKC,"""00122472"""
성창기업지주,유가,180,회사 본부 및 경영 컨설팅 서비스업,1976-06-02,12월,부산광역시,성창기업지주,"""00133335"""
한창,유가,5110,기계장비 및 관련 물품 도매업,1976-06-01,12월,부산광역시,한창,"""01547252"""
한창,유가,5110,기계장비 및 관련 물품 도매업,1976-06-01,12월,부산광역시,한창,"""00225380"""
한창,유가,5110,기계장비 및 관련 물품 도매업,1976-06-01,12월,부산광역시,한창,"""00163716"""
삼화왕관,유가,4450,기타 금속 가공제품 제조업,1976-05-28,12월,경기도,삼화왕관,"""00129235"""
KR모터스,유가,40,그외 기타 운송장비 제조업,1976-05-25,12월,경상남도,KR모터스,"""00112378"""
고려제강,유가,2240,1차 철강 제조업,1976-05-25,12월,부산광역시,고려제강,"""00103006"""
태양금속공업,유가,4100,자동차 신품 부품 제조업,1976-05-25,12월,경기도,태양금속공업,"""00153755"""
SUN&L,유가,2820,나무제품 제조업,1976-05-22,12월,인천광역시,SUN&L,"""00132211"""
DRB동일,유가,4840,고무제품 제조업,1976-05-21,12월,부산광역시,DRB동일,"""00118266"""
넥센타이어,유가,2350,고무제품 제조업,1976-05-19,12월,경상남도,넥센타이어,"""00173874"""
SG세계물산,유가,4060,상품 종합 도매업,1976-04-19,12월,서울특별시,SG세계물산,"""00133511"""
롯데정밀화학,유가,4000,기초 화학물질 제조업,1976-04-15,12월,울산광역시,롯데정밀화학,"""00157681"""
동화약품,유가,20,의약품 제조업,1976-03-24,12월,서울특별시,동화약품,"""00119195"""
DL,유가,210,기초 화학물질 제조업,1976-02-02,12월,서울특별시,DL,"""00109693"""
LX인터내셔널,유가,1120,상품 중개업,1976-01-30,12월,서울특별시,LX인터내셔널,"""00120076"""
국제약품,유가,2720,의약품 제조업,1975-12-27,12월,경기도,국제약품,"""00104722"""
태광산업,유가,3240,화학섬유 제조업,1975-12-27,12월,서울특별시,태광산업,"""01508244"""
태광산업,유가,3240,화학섬유 제조업,1975-12-27,12월,서울특별시,태광산업,"""00153393"""
태광산업,유가,3240,화학섬유 제조업,1975-12-27,12월,서울특별시,태광산업,"""01922116"""
부산주공,유가,5030,자동차 신품 부품 제조업,1975-12-26,12월,부산광역시,부산주공,"""00124151"""
한일현대시멘트,유가,6390,"시멘트, 석회, 플라스터 및 그 제품 제조업",1975-12-26,12월,서울특별시,한일현대시멘트,"""00164672"""
CS홀딩스,유가,590,기타 금융업,1975-12-22,12월,경상북도,CS홀딩스,"""00149026"""
DB하이텍,유가,990,반도체 제조업,1975-12-12,12월,경기도,DB하이텍,"""00160843"""
대림통상,유가,6570,기타 금속 가공제품 제조업,1975-11-20,12월,서울특별시,대림통상,"""00109824"""
유유제약,유가,220,의약품 제조업,1975-11-18,12월,충청북도,유유제약,"""00144818"""
강남제비스코,유가,860,기타 화학제품 제조업,1975-11-12,12월,부산광역시,강남제비스코,"""00100939"""
대신증권,유가,3540,금융 지원 서비스업,1975-10-01,12월,서울특별시,대신증권,"""00110893"""
NH투자증권,유가,5940,금융 지원 서비스업,1975-09-30,12월,서울특별시,NH투자증권,"""00120182"""
미래에셋증권,유가,6800,금융 지원 서비스업,1975-09-30,12월,서울특별시,미래에셋증권,"""00311030"""
미래에셋증권,유가,6800,금융 지원 서비스업,1975-09-30,12월,서울특별시,미래에셋증권,"""00111722"""
신일전자,유가,2700,기계장비 및 관련 물품 도매업,1975-09-30,12월,충청남도,신일전자,"""00173698"""
삼성제약,유가,1360,의약품 제조업,1975-07-04,12월,경기도,삼성제약,"""00126414"""
삼성화재해상보험,유가,810,보험업,1975-06-30,12월,서울특별시,삼성화재해상보험,"""00139214"""
삼양식품,유가,3230,기타 식품 제조업,1975-06-30,12월,서울특별시,삼양식품,"""00126955"""
한화손해보험,유가,370,보험업,1975-06-30,12월,서울특별시,한화손해보험,"""00135917"""
NI스틸,유가,8260,1차 철강 제조업,1975-06-28,12월,서울특별시,NI스틸,"""00116301"""
일동홀딩스,유가,230,의약품 제조업,1975-06-28,12월,서울특별시,일동홀딩스,"""00146083"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""00109259"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""00483850"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""01403727"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""00109286"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""01076480"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""01403985"""
대동,유가,490,특수 목적용 기계 제조업,1975-06-27,12월,대구광역시,대동,"""00236386"""
오리온홀딩스,유가,1800,기타 금융업,1975-06-27,12월,서울특별시,오리온홀딩스,"""00117577"""
깨끗한나라,유가,4540,"펄프, 종이 및 판지 제조업",1975-06-25,12월,서울특별시,깨끗한나라,"""00113492"""
태원물산,유가,1420,자동차 신품 부품 제조업,1975-06-24,12월,서울특별시,태원물산,"""00154055"""
코오롱,유가,2020,기타 금융업,1975-06-23,12월,경기도,코오롱,"""00152862"""
삼성전자,유가,5930,통신 및 방송 장비 제조업,1975-06-11,12월,경기도,삼성전자,"""00126380"""
DH오토넥스,유가,300,자동차 신품 부품 제조업,1975-06-09,12월,전북특별자치도,DH오토넥스,"""00126089"""
BYC,유가,1460,봉제의복 제조업,1975-06-02,12월,서울특별시,BYC,"""00122579"""
