기업명,연도,보고서유형,성별,정규직,계약직,총급여
CS홀딩스,2018,반기보고서,남,3.0,0.0,86251000.0
CS홀딩스,2018,사업보고서,남,3.0,0.0,198926000.0
CS홀딩스,2019,반기보고서,남,4.0,0.0,96696000.0
CS홀딩스,2019,사업보고서,남,4.0,0.0,254602000.0
CS홀딩스,2020,반기보고서,남,8.0,0.0,329606000.0
CS홀딩스,2020,사업보고서,남,9.0,0.0,763295000.0
CS홀딩스,2021,반기보고서,남,8.0,0.0,362128000.0
CS홀딩스,2021,사업보고서,남,8.0,0.0,825201000.0
CS홀딩스,2022,반기보고서,남,5.0,0.0,268397000.0
CS홀딩스,2022,사업보고서,남,5.0,0.0,478321000.0
CS홀딩스,2023,반기보고서,남,5.0,0.0,172962000.0
CS홀딩스,2023,사업보고서,남,6.0,0.0,344307000.0
CS홀딩스,2024,반기보고서,남,3.0,2.0,351017000.0
CS홀딩스,2024,반기보고서,여,1.0,2.0,33342000.0
CS홀딩스,2024,사업보고서,남,2.0,0.0,165773000.0
CS홀딩스,2024,사업보고서,여,1.0,0.0,19389000.0
DB,2016,반기보고서,남,264.0,26.0,10400322000.0
DB,2016,반기보고서,여,81.0,13.0,2136852000.0
DB,2016,사업보고서,남,262.0,25.0,19589579000.0
DB,2016,사업보고서,여,63.0,9.0,4006971000.0
DB,2017,반기보고서,남,256.0,32.0,9553778000.0
DB,2017,반기보고서,여,65.0,10.0,1839736000.0
DB,2017,사업보고서,남,256.0,37.0,18285886000.0
DB,2017,사업보고서,여,65.0,10.0,3510198000.0
DB,2018,반기보고서,남,256.0,26.0,9698554000.0
DB,2018,반기보고서,여,69.0,12.0,2135359000.0
DB,2018,사업보고서,남,254.0,25.0,19744692000.0
DB,2018,사업보고서,여,65.0,15.0,4305584000.0
DB,2019,반기보고서,남,263.0,31.0,10295320000.0
DB,2019,반기보고서,여,70.0,11.0,2165620000.0
DB,2019,사업보고서,남,259.0,42.0,20157870000.0
DB,2019,사업보고서,여,71.0,14.0,4542096000.0
DB,2020,반기보고서,남,285.0,24.0,11408169000.0
DB,2020,반기보고서,여,76.0,11.0,2539346000.0
DB,2020,사업보고서,남,277.0,32.0,22798349000.0
DB,2020,사업보고서,여,76.0,12.0,4929715000.0
DB,2021,반기보고서,남,278.0,31.0,10864285000.0
DB,2021,반기보고서,여,79.0,18.0,2458321000.0
DB,2021,사업보고서,남,277.0,34.0,24512504000.0
DB,2021,사업보고서,여,79.0,23.0,5606853000.0
DB,2022,반기보고서,남,280.0,33.0,12648684000.0
DB,2022,반기보고서,여,76.0,19.0,3136447000.0
DB,2022,사업보고서,남,285.0,30.0,26049445000.0
DB,2022,사업보고서,여,96.0,9.0,6713515000.0
DB,2023,반기보고서,남,308.0,52.0,15263993000.0
DB,2023,반기보고서,여,108.0,10.0,4167195000.0
DB,2023,사업보고서,남,328.0,54.0,31330799000.0
DB,2023,사업보고서,여,106.0,12.0,8611101000.0
DB,2024,반기보고서,남,347.0,65.0,19846581000.0
DB,2024,반기보고서,여,118.0,18.0,5404400000.0
DB,2024,사업보고서,남,561.0,73.0,57178233000.0
DB,2024,사업보고서,여,207.0,29.0,16986373000.0
DB손해보험,2016,반기보고서,남,1920.0,60.0,100833869000.0
DB손해보험,2016,반기보고서,여,2593.0,49.0,65806181000.0
DB손해보험,2016,사업보고서,남,1938.0,45.0,176653917000.0
DB손해보험,2016,사업보고서,여,2488.0,38.0,115212921000.0
DB손해보험,2017,반기보고서,남,1936.0,43.0,107185010000.0
DB손해보험,2017,반기보고서,여,2435.0,75.0,68576883000.0
DB손해보험,2017,사업보고서,남,1919.0,48.0,183023879000.0
DB손해보험,2017,사업보고서,여,2442.0,83.0,116626532000.0
DB손해보험,2018,반기보고서,남,1932.0,46.0,118624740000.0
DB손해보험,2018,반기보고서,여,2606.0,89.0,71242557000.0
DB손해보험,2018,사업보고서,남,1979.0,39.0,205272449000.0
DB손해보험,2018,사업보고서,여,2513.0,86.0,118383728000.0
DB손해보험,2019,반기보고서,남,2011.0,40.0,127067336000.0
DB손해보험,2019,반기보고서,여,2586.0,89.0,73049184000.0
DB손해보험,2019,사업보고서,남,1979.0,33.0,207426495000.0
DB손해보험,2019,사업보고서,여,2548.0,86.0,124889875000.0
DB손해보험,2020,반기보고서,남,1978.0,49.0,110931184000.0
DB손해보험,2020,반기보고서,여,2534.0,118.0,70578992000.0
DB손해보험,2020,사업보고서,남,1942.0,61.0,194655851000.0
DB손해보험,2020,사업보고서,여,2528.0,160.0,130311980000.0
DB손해보험,2021,반기보고서,남,1979.0,56.0,132962536000.0
DB손해보험,2021,반기보고서,여,2510.0,202.0,85127529000.0
DB손해보험,2021,사업보고서,남,1950.0,44.0,218404256000.0
DB손해보험,2021,사업보고서,여,2513.0,153.0,145060019000.0
DB손해보험,2022,반기보고서,남,1950.0,46.0,149224613000.0
DB손해보험,2022,반기보고서,여,2528.0,145.0,95675732000.0
DB손해보험,2022,사업보고서,남,1905.0,62.0,236682925000.0
DB손해보험,2022,사업보고서,여,2497.0,170.0,159305461000.0
DB손해보험,2023,반기보고서,남,1926.0,73.0,171155687000.0
DB손해보험,2023,반기보고서,여,2533.0,173.0,106827586000.0
DB손해보험,2023,사업보고서,남,1872.0,94.0,259806792000.0
DB손해보험,2023,사업보고서,여,2556.0,175.0,173207721000.0
DB손해보험,2024,반기보고서,남,1934.0,86.0,159528753000.0
DB손해보험,2024,반기보고서,여,2515.0,203.0,104775054000.0
DB손해보험,2024,사업보고서,남,1889.0,104.0,250011379000.0
DB손해보험,2024,사업보고서,여,2498.0,211.0,172327250000.0
DB증권,2016,반기보고서,남,572.0,66.0,37770000000.0
DB증권,2016,반기보고서,여,220.0,62.0,6868000000.0
DB증권,2016,사업보고서,남,543.0,69.0,67765000000.0
DB증권,2016,사업보고서,여,221.0,52.0,12603000000.0
DB증권,2017,반기보고서,남,502.0,64.0,30037000000.0
DB증권,2017,반기보고서,여,212.0,47.0,6087000000.0
DB증권,2017,사업보고서,남,491.0,58.0,57047000000.0
DB증권,2017,사업보고서,여,215.0,43.0,11912000000.0
DB증권,2018,반기보고서,남,496.0,42.0,38579000000.0
DB증권,2018,반기보고서,여,222.0,38.0,8179000000.0
DB증권,2018,사업보고서,남,507.0,54.0,71860000000.0
DB증권,2018,사업보고서,여,211.0,41.0,13942000000.0
DB증권,2019,반기보고서,남,510.0,51.0,43086000000.0
DB증권,2019,반기보고서,여,208.0,40.0,8544000000.0
DB증권,2019,사업보고서,남,505.0,47.0,71508000000.0
DB증권,2019,사업보고서,여,210.0,40.0,14833000000.0
DB증권,2020,반기보고서,남,506.0,51.0,50290000000.0
DB증권,2020,반기보고서,여,216.0,34.0,10150000000.0
